,Unnamed: 0,Suburb,Address,Price,Lattitude,Longtitude,Type,Distance,CouncilArea,public_transport.train Name,commercial.shopping_mall Name
538,5158,Middle Park,5/143 Canterbury Rd,400000,-37.8522,144.9678,u,4.1,Port Phillip,Yes,Not found
539,5160,Middle Park,15 McGregor St,1690000,-37.852,144.9654,h,4.1,Port Phillip,Not found,Not found
540,5161,Middle Park,81 Carter St,1020000,-37.8468,144.9612,h,4.1,Port Phillip,Not found,Yes
541,5162,Middle Park,50 Park Rd,1515000,-37.8541,144.9665,h,4.1,Port Phillip,Not found,Not found
542,5163,Middle Park,6/82 Patterson St,700000,-37.8556,144.9669,u,4.1,Port Phillip,Not found,Yes
543,5164,Middle Park,76 Harold St,2360000,-37.8507,144.9591,h,4.1,Port Phillip,Not found,Not found
544,5165,Middle Park,82 Harold St,2005000,-37.8508,144.9589,h,4.1,Port Phillip,Not found,Not found
545,5166,Middle Park,8/49 Patterson St,702000,-37.8549,144.9662,u,4.1,Port Phillip,Not found,Yes
546,5167,Middle Park,287 Richardson St,3120000,-37.8518,144.9663,h,4.1,Port Phillip,Not found,Not found
547,5168,Middle Park,15 Fraser St,1025000,-37.8551,144.968,h,4.1,Port Phillip,Yes,Yes
548,5169,Middle Park,33 Nimmo St,1920000,-37.8498,144.9628,h,4.1,Port Phillip,Not found,Not found
549,5170,Middle Park,171 Ashworth St,2623000,-37.8536,144.9625,h,4.1,Port Phillip,Not found,Not found
550,5171,Middle Park,82 Hambleton St,1500000,-37.847,144.9594,h,4.1,Port Phillip,Not found,Yes
551,5172,Middle Park,98 Harold St,1630000,-37.8513,144.9586,h,4.1,Port Phillip,Not found,Not found
552,5173,Middle Park,141 Richardson St,1910000,-37.8474,144.9582,h,4.1,Port Phillip,Not found,Yes
553,5539,North Melbourne,10 Canning St,2920000,-37.7958,144.944,h,2.3,Melbourne,Yes,Yes
554,5540,North Melbourne,90 Molesworth St,1635000,-37.7967,144.9472,h,2.3,Melbourne,Yes,Yes
555,5541,North Melbourne,208/150 Peel St,491000,-37.8044,144.9566,u,2.3,Melbourne,Yes,Yes
556,5542,North Melbourne,24/302 Abbotsford St,540000,-37.7994,144.9464,u,2.3,Melbourne,Yes,Yes
557,5543,North Melbourne,1/315 Flemington Rd,340000,-37.7916,144.9443,u,2.3,Melbourne,Yes,Yes
558,5544,North Melbourne,2/63 Brougham St,726000,-37.7936,144.9426,u,2.3,Melbourne,Yes,Yes
559,5545,North Melbourne,8 Haines St,1340000,-37.7987,144.9497,h,2.3,Melbourne,Yes,Yes
560,5546,North Melbourne,70 Munster Tce,1105000,-37.8018,144.9429,t,2.3,Melbourne,Yes,Yes
561,5547,North Melbourne,19 Shands La,841000,-37.7953,144.9437,t,2.3,Melbourne,Yes,Yes
562,5548,North Melbourne,6/49 Haines St,528500,-37.7988,144.9475,u,2.3,Melbourne,Yes,Yes
563,5549,North Melbourne,24/101 Leveson St,585000,-37.802,144.951,u,2.3,Melbourne,Yes,Yes
564,5550,North Melbourne,319/350 Victoria St,645000,-37.8055,144.9547,u,2.3,Melbourne,Yes,Yes
565,5551,North Melbourne,12/25 Byron St,410000,-37.802,144.9516,u,2.3,Melbourne,Yes,Yes
566,5552,North Melbourne,110/171 Flemington Rd,550000,-37.7955,144.9492,u,2.3,Melbourne,Yes,Yes
567,5553,North Melbourne,2/43 Haines St,470000,-37.7988,144.9478,u,2.3,Melbourne,Yes,Yes
568,5554,North Melbourne,115/150 Peel St,470000,-37.8044,144.9566,u,2.3,Melbourne,Yes,Yes
569,5555,North Melbourne,13/49 Haines St,475000,-37.7988,144.9475,u,2.3,Melbourne,Yes,Yes
570,5556,North Melbourne,6/55 Provost St,640000,-37.802,144.9459,u,2.3,Melbourne,Yes,Yes
571,5557,North Melbourne,331 Flemington Rd,1330000,-37.7914,144.9439,h,2.3,Melbourne,Yes,Yes
572,5558,North Melbourne,4/175 Chetwynd St,720000,-37.8015,144.9526,u,2.3,Melbourne,Yes,Yes
573,5559,North Melbourne,2/100 Curzon St,888000,-37.8016,144.9486,t,2.3,Melbourne,Yes,Yes
574,5560,North Melbourne,16 Scotia St,1325000,-37.8014,144.949,h,2.3,Melbourne,Yes,Yes
575,5561,North Melbourne,107/33 Wreckyn St,368000,-37.8,144.9542,u,2.3,Melbourne,Yes,Yes
576,5562,North Melbourne,15A Lothian St,1300000,-37.804,144.9441,t,2.3,Melbourne,Yes,Yes
577,5563,North Melbourne,23/43 Haines St,450000,-37.7988,144.9478,u,2.3,Melbourne,Yes,Yes
578,5564,North Melbourne,6 Shiel St,1385000,-37.7976,144.944,h,2.3,Melbourne,Yes,Yes
579,5565,North Melbourne,44 Byron St,990000,-37.8016,144.9508,h,2.3,Melbourne,Yes,Yes
580,5566,North Melbourne,2/150 Arden St,440000,-37.8004,144.9465,u,2.3,Melbourne,Yes,Yes
581,5567,North Melbourne,12/700 Queensberry St,606000,-37.8022,144.9439,u,2.3,Melbourne,Yes,Yes
582,5568,North Melbourne,103/25 Byron St,450000,-37.802,144.9516,u,2.3,Melbourne,Yes,Yes
583,5569,North Melbourne,3 Murphy St,1470000,-37.7977,144.9512,h,2.3,Melbourne,Yes,Yes
584,5570,North Melbourne,5/97 Oshanassy St,591500,-37.8004,144.9465,u,2.3,Melbourne,Yes,Yes
585,5571,North Melbourne,8/201 Abbotsford St,1300000,-37.8029,144.9452,t,2.3,Melbourne,Yes,Yes
586,5572,North Melbourne,18 Melrose St,1010000,-37.795,144.942,h,2.3,Melbourne,Yes,Yes
587,5573,North Melbourne,674 Victoria St,1266000,-37.8043,144.9437,h,2.3,Melbourne,Yes,Yes
588,5574,North Melbourne,509/30 Wreckyn St,620000,-37.8004,144.9544,u,2.3,Melbourne,Yes,Yes
589,5577,North Melbourne,3/369 Abbotsford St,540000,-37.7981,144.9461,u,2.3,Melbourne,Yes,Yes
590,5579,North Melbourne,443 Abbotsford St,1200000,-37.7959,144.9464,h,2.3,Melbourne,Yes,Yes
591,5580,North Melbourne,306/350 Victoria St,630000,-37.8055,144.9547,u,2.3,Melbourne,Yes,Yes
592,5582,North Melbourne,21/70 Oshanassy St,560000,-37.7997,144.9472,u,2.3,Melbourne,Yes,Yes
593,5583,North Melbourne,20 Scotia St,800000,-37.8014,144.9488,h,2.3,Melbourne,Yes,Yes
594,5584,North Melbourne,1/109 Arden St,665500,-37.8009,144.9471,u,2.3,Melbourne,Yes,Yes
595,5585,North Melbourne,14/7 Curran St,550055,-37.7926,144.9441,u,2.3,Melbourne,Yes,Yes
596,5586,North Melbourne,11/368 Dryburgh St,358000,-37.7971,144.9448,u,2.3,Melbourne,Yes,Yes
597,5587,North Melbourne,103/171 Flemington Rd,320000,-37.7955,144.9492,u,2.3,Melbourne,Yes,Yes
598,5588,North Melbourne,10 Munster Tce,1000000,-37.8039,144.9424,t,2.3,Melbourne,Yes,Yes
599,5589,North Melbourne,203/150 Peel St,598000,-37.8044,144.9566,u,2.3,Melbourne,Yes,Yes
600,5590,North Melbourne,2/101 Leveson St,950000,-37.802,144.951,u,2.3,Melbourne,Yes,Yes
601,5591,North Melbourne,15 Mary St,1065000,-37.7994,144.9521,t,2.3,Melbourne,Yes,Yes
602,5592,North Melbourne,12 Curzon St,885000,-37.8044,144.9481,h,2.3,Melbourne,Yes,Yes
603,5593,North Melbourne,11/19 Wood St,587134,-37.7976,144.9454,u,2.3,Melbourne,Yes,Yes
604,5843,Parkville,50 Strickland Rd,1230000,-37.7767,144.9403,h,2.6,Melbourne,Yes,Yes
605,5844,Parkville,12/238 The Avenue,1360000,-37.7818,144.9576,u,2.6,Melbourne,Yes,Yes
606,5846,Parkville,92 Fitzgibbon St,1805000,-37.7939,144.9572,h,2.6,Melbourne,Yes,Yes
607,5847,Parkville,14/18 Lennon St,352500,-37.7864,144.9409,u,2.6,Melbourne,Yes,Yes
608,5850,Parkville,47/202 The Avenue,395000,-37.7827,144.9575,u,2.6,Melbourne,Yes,Yes
609,5851,Parkville,9/18 Lennon St,307000,-37.7864,144.9409,h,2.6,Melbourne,Yes,Yes
610,5852,Parkville,152 Park Dr,2200000,-37.7928,144.9575,h,2.6,Melbourne,Yes,Yes
611,5853,Parkville,105/459 Royal Pde,485000,-37.7823,144.9593,u,2.6,Melbourne,Yes,Yes
612,5855,Parkville,168 Gatehouse St,1717500,-37.7933,144.9556,h,2.6,Melbourne,Yes,Yes
613,5856,Parkville,199 Park Dr,1265000,-37.7931,144.9565,h,2.6,Melbourne,Yes,Yes
614,5857,Parkville,5/361 Royal Pde,401000,-37.7852,144.9589,u,2.6,Melbourne,Yes,Yes
615,5858,Parkville,84 Story St,2375000,-37.7965,144.9544,h,2.6,Melbourne,Yes,Yes
616,5860,Parkville,66 Fitzgibbon St,1851000,-37.7948,144.9571,h,2.6,Melbourne,Yes,Yes
617,5861,Parkville,11/2 MacArthur Rd,734600,-37.7896,144.9584,u,2.6,Melbourne,Yes,Yes
618,5862,Parkville,110 Gatehouse St,1928000,-37.7944,144.9542,h,2.6,Melbourne,Yes,Yes
619,5863,Parkville,12/196 The Avenue,526000,-37.7829,144.9574,u,2.6,Melbourne,Yes,Yes
620,5864,Parkville,187 Park Dr,2236000,-37.7934,144.9562,h,2.6,Melbourne,Yes,Yes
621,5865,Parkville,12/228 The Avenue,500000,-37.7821,144.9576,u,2.6,Melbourne,Yes,Yes
622,5866,Parkville,28/238 The Avenue,1403000,-37.7818,144.9576,u,2.6,Melbourne,Yes,Yes
623,5867,Parkville,14 Carrangall Pl,965000,-37.7795,144.9413,h,2.6,Melbourne,Yes,Yes
624,5868,Parkville,10/238 The Avenue,1040000,-37.7818,144.9576,u,2.6,Melbourne,Yes,Yes
625,5869,Parkville,9/196 The Avenue,526000,-37.7829,144.9574,u,2.6,Melbourne,Yes,Yes
626,5870,Parkville,17/248 The Avenue,750000,-37.7813,144.9578,u,2.6,Melbourne,Yes,Yes
627,6000,Port Melbourne,903/107 Beach St,1100000,-37.8405,144.9319,u,3.8,Port Phillip,Not found,Not found
628,6003,Port Melbourne,171 Bridge St,1240000,-37.836,144.9419,h,3.8,Port Phillip,Not found,Yes
629,6006,Port Melbourne,22 Gellibrand Rd,1800000,-37.8384,144.923,h,3.8,Port Phillip,Not found,Not found
630,6007,Port Melbourne,40 Nelson St,1150000,-37.8359,144.9342,h,3.8,Port Phillip,Not found,Yes
631,6008,Port Melbourne,130 Nott St,985000,-37.8385,144.9409,h,3.8,Port Phillip,Not found,Yes
632,6009,Port Melbourne,106/216 Rouse St,1200000,-37.841,144.9379,u,3.8,Port Phillip,Not found,Yes
633,6010,Port Melbourne,36/3 Seisman Pl,1340000,-37.8424,144.9449,u,3.8,Port Phillip,Not found,Yes
634,6011,Port Melbourne,175 Stokes St,2200000,-37.8381,144.9391,h,3.8,Port Phillip,Not found,Yes
635,6012,Port Melbourne,366 Williamstown Rd,2105000,-37.8349,144.9266,h,3.8,Port Phillip,Not found,Not found
636,6013,Port Melbourne,404/101 Bay St,550000,-37.8408,144.94,u,3.8,Port Phillip,Not found,Yes
637,6014,Port Melbourne,802/127 Beach St,1250000,-37.8399,144.9287,u,3.8,Port Phillip,Not found,Not found
638,6015,Port Melbourne,111/99 Dow St,575000,-37.8415,144.9412,u,3.8,Port Phillip,Not found,Yes
639,6016,Port Melbourne,66 Dunstan Pde,1915000,-37.8371,144.921,h,3.8,Port Phillip,Not found,Not found
640,6018,Port Melbourne,22 Park Sq,1630000,-37.8395,144.9343,h,3.8,Port Phillip,Not found,Yes
641,6019,Port Melbourne,467 Bay St,1000000,-37.8327,144.9474,h,3.8,Melbourne,Yes,Yes
642,6020,Port Melbourne,89 Cruikshank St,1470000,-37.8382,144.9469,h,3.8,Port Phillip,Not found,Yes
643,6021,Port Melbourne,212/50 Dow St,725000,-37.8431,144.9403,u,3.8,Port Phillip,Not found,Yes
644,6022,Port Melbourne,175 Farrell St,1234500,-37.8329,144.9375,h,3.8,Port Phillip,Yes,Yes
645,6023,Port Melbourne,2/2 Graham St,600000,-37.8424,144.9449,u,3.8,Melbourne,Not found,Yes
646,6024,Port Melbourne,164 Liardet St,1342000,-37.8375,144.941,h,3.8,Port Phillip,Not found,Yes
647,6025,Port Melbourne,510/166 Rouse St,500000,-37.8416,144.939,u,3.8,Port Phillip,Not found,Yes
648,6026,Port Melbourne,304/38 Nott St,795000,-37.8416,144.9381,u,3.8,Melbourne,Not found,Yes
649,6027,Port Melbourne,130/70 Nott St,590000,-37.8404,144.9391,u,3.8,Melbourne,Not found,Yes
650,6028,Port Melbourne,89 Raglan St,1502000,-37.8343,144.9452,h,3.8,Port Phillip,Yes,Yes
651,6029,Port Melbourne,6/157 Beach St,1100000,-37.8392,144.9257,u,3.8,Port Phillip,Not found,Not found
652,6030,Port Melbourne,13 Canberra Pde,1421000,-37.8393,144.9336,h,3.8,Port Phillip,Not found,Yes
653,6031,Port Melbourne,414/99 Dow St,845000,-37.8415,144.9412,u,3.8,Port Phillip,Not found,Yes
654,6032,Port Melbourne,7/55 Johnston St,720000,-37.8434,144.9435,u,3.8,Port Phillip,Not found,Yes
655,6033,Port Melbourne,218 Nott St,1275000,-37.8351,144.9441,h,3.8,Melbourne,Yes,Yes
656,6034,Port Melbourne,106 Ross St,1000000,-37.8357,144.9376,h,3.8,Melbourne,Not found,Yes
657,6035,Port Melbourne,255 Ross St,1820000,-37.8331,144.9412,h,3.8,Melbourne,Yes,Yes
658,6036,Port Melbourne,401/216 Rouse St,420000,-37.841,144.9379,u,3.8,Port Phillip,Not found,Yes
659,6037,Port Melbourne,306/77 Nott St,600000,-37.8407,144.9383,u,3.8,Port Phillip,Not found,Yes
660,6038,Port Melbourne,143 Pickles St,1916000,-37.8393,144.947,h,3.8,Port Phillip,Not found,Yes
661,6039,Port Melbourne,27/4 Seisman Pl,577000,-37.8424,144.9449,u,3.8,Port Phillip,Not found,Yes
662,6040,Port Melbourne,4/200 Bay St,655000,-37.8392,144.9421,u,3.8,Melbourne,Not found,Yes
663,6041,Port Melbourne,404 Bay St,1016500,-37.8352,144.9458,h,3.8,Melbourne,Yes,Yes
664,6042,Port Melbourne,44 Cruikshank St,1350000,-37.8395,144.9462,h,3.8,Melbourne,Not found,Yes
665,6044,Port Melbourne,95 Heath St,1560000,-37.8346,144.9448,h,3.8,Port Phillip,Yes,Yes
666,6045,Port Melbourne,37/85 Rouse St,1035000,-37.8435,144.9415,u,3.8,Port Phillip,Not found,Yes
667,6046,Port Melbourne,133/95 Rouse St,1070000,-37.8435,144.9415,u,3.8,Port Phillip,Not found,Yes
668,6047,Port Melbourne,172 Albert St,1060000,-37.8346,144.9373,h,3.8,Port Phillip,Not found,Yes
669,6048,Port Melbourne,405/155 Beach St,1610000,-37.8392,144.9257,u,3.8,Port Phillip,Not found,Not found
670,6051,Port Melbourne,243 Graham St,1101000,-37.8393,144.9386,h,3.8,Melbourne,Not found,Yes
671,6052,Port Melbourne,2/8 Thomas St,880000,-37.8359,144.9358,h,3.8,Port Phillip,Not found,Yes
672,6053,Port Melbourne,205/50 Dow St,730000,-37.8431,144.9403,u,3.8,Port Phillip,Not found,Yes
673,6055,Port Melbourne,8 Garton St,1080000,-37.8338,144.9474,h,3.8,Port Phillip,Yes,Yes
674,6056,Port Melbourne,205 Heath St,1115000,-37.8322,144.947,h,3.8,Port Phillip,Yes,Yes
675,6057,Port Melbourne,413/54 Nott St,516000,-37.8407,144.9389,u,3.8,Port Phillip,Not found,Yes
676,6058,Port Melbourne,75 Swallow St,1753000,-37.8381,144.9329,h,3.8,Port Phillip,Not found,Yes
677,6059,Port Melbourne,29 Alfred St,825000,-37.835,144.9373,h,3.8,Port Phillip,Not found,Yes
678,6060,Port Melbourne,516/99 Dow St,820000,-37.8415,144.9412,u,3.8,Port Phillip,Not found,Yes
679,6061,Port Melbourne,39 Heath St,900000,-37.8356,144.9439,h,3.8,Port Phillip,Yes,Yes
680,6062,Port Melbourne,146 Dow St,2350000,-37.8407,144.9424,h,3.8,Port Phillip,Not found,Yes
681,6063,Port Melbourne,139 Cruikshank St,1565000,-37.8371,144.9478,t,3.8,Port Phillip,Yes,Yes
682,6066,Port Melbourne,59 Heath St,1670000,-37.8353,144.9442,h,3.8,Port Phillip,Yes,Yes
683,6067,Port Melbourne,180 Station St,1402000,-37.8332,144.945,h,3.8,Port Phillip,Yes,Yes
684,6070,Port Melbourne,9 The Cove,1570000,-37.8382,144.9272,h,3.8,Port Phillip,Not found,Not found
685,6071,Port Melbourne,159 Albert St,1515000,-37.8347,144.9368,h,3.8,Port Phillip,Not found,Yes
686,6073,Port Melbourne,189 Station St,1155000,-37.8329,144.9455,h,3.8,Port Phillip,Yes,Yes
687,6074,Port Melbourne,95 Station St,1150000,-37.8361,144.9403,h,3.8,Port Phillip,Not found,Yes
688,6076,Port Melbourne,34 Bridge St,875000,-37.8381,144.9465,h,3.8,Melbourne,Not found,Yes
689,6077,Port Melbourne,220/99 Dow St,625000,-37.8415,144.9412,u,3.8,Port Phillip,Not found,Yes
690,6078,Port Melbourne,230 Nott St,1384000,-37.8348,144.9443,h,3.8,Melbourne,Yes,Yes
691,6079,Port Melbourne,103/2 Pier St,1405000,-37.84,144.9275,u,3.8,Port Phillip,Not found,Not found
692,6080,Port Melbourne,309/166 Rouse St,655000,-37.8416,144.939,u,3.8,Port Phillip,Not found,Yes
693,6081,Port Melbourne,503/99 Nott St,456000,-37.8405,144.9385,u,3.8,Port Phillip,Not found,Yes
694,6082,Port Melbourne,801/65 Beach St,2260000,-37.842,144.9364,u,3.8,Port Phillip,Not found,Not found
695,6083,Port Melbourne,153 Dow St,1130000,-37.8404,144.9422,h,3.8,Port Phillip,Not found,Yes
696,6084,Port Melbourne,41 Dunstan Pde,1305000,-37.8369,144.9183,h,3.8,Port Phillip,Not found,Not found
697,6085,Port Melbourne,202/115 Nott St,720000,-37.84,144.939,u,3.8,Melbourne,Not found,Yes
698,6086,Port Melbourne,206 Nott St,1130000,-37.8356,144.9436,h,3.8,Melbourne,Yes,Yes
699,6087,Port Melbourne,410/54 Nott St,520000,-37.8407,144.9389,u,3.8,Port Phillip,Not found,Yes
700,6088,Port Melbourne,141/95 Rouse St,1250000,-37.8435,144.9415,u,3.8,Port Phillip,Not found,Yes
701,6089,Port Melbourne,405/1 Danks St W,470000,-37.8436,144.944,u,3.8,Port Phillip,Not found,Yes
702,6090,Port Melbourne,4/190 Graham St,600000,-37.8398,144.9404,u,3.8,Melbourne,Not found,Yes
703,6091,Port Melbourne,1/3 Liardet St,670000,-37.8424,144.9449,u,3.8,Port Phillip,Not found,Yes
704,6092,Port Melbourne,86 Raglan St,1100000,-37.8342,144.9456,h,3.8,Port Phillip,Yes,Yes
705,6094,Port Melbourne,702/127 Beach St,1252000,-37.8399,144.9287,u,3.8,Port Phillip,Not found,Not found
706,6095,Port Melbourne,116 Farrell St,1010000,-37.8342,144.9393,h,3.8,Port Phillip,Yes,Yes
707,6096,Port Melbourne,11/201 Graham St,779000,-37.8396,144.9391,t,3.8,Melbourne,Not found,Yes
708,6097,Port Melbourne,110 Ingles St,790000,-37.8329,144.9463,h,3.8,Melbourne,Yes,Yes
709,6098,Port Melbourne,403/99 Nott St,455500,-37.8405,144.9385,u,3.8,Melbourne,Not found,Yes
710,6099,Port Melbourne,98 Heath St,1400000,-37.8346,144.9453,h,3.8,Port Phillip,Yes,Yes
711,6100,Port Melbourne,16 Nelson St,1520000,-37.8363,144.9336,h,3.8,Port Phillip,Not found,Yes
712,6101,Port Melbourne,282 Ross St,1655000,-37.8329,144.942,h,3.8,Port Phillip,Yes,Yes
713,6102,Port Melbourne,405/2 Rouse St,600000,-37.8443,144.9437,u,3.8,Port Phillip,Not found,Yes
714,6103,Port Melbourne,73 Heath St,1014000,-37.835,144.9444,h,3.8,Port Phillip,Yes,Yes
715,6106,Port Melbourne,150 Clark St,1351000,-37.8343,144.9362,h,3.8,Port Phillip,Not found,Yes
716,6107,Port Melbourne,1001/107 Beach St,2460000,-37.8405,144.9319,u,3.8,Port Phillip,Not found,Not found
717,6110,Port Melbourne,61/1 Graham St,540000,-37.8429,144.9449,u,3.8,Port Phillip,Not found,Yes
718,6111,Port Melbourne,126 Heath St,3705000,-37.8341,144.9458,h,3.8,Port Phillip,Yes,Yes
719,6112,Port Melbourne,334 Howe Pde,1180000,-37.8366,144.9225,h,3.8,Port Phillip,Not found,Not found
720,6113,Port Melbourne,137 Ingles St,950000,-37.8317,144.9446,t,3.8,Port Phillip,Yes,Yes
721,6114,Port Melbourne,215 Princes St,1350000,-37.8371,144.939,h,3.8,Melbourne,Not found,Yes
722,6115,Port Melbourne,350 Princes St,2100000,-37.835,144.943,h,3.8,Melbourne,Yes,Yes
723,6116,Port Melbourne,3/1 Seisman Pl,735000,-37.8424,144.9449,u,3.8,Port Phillip,Not found,Yes
724,6117,Port Melbourne,14/200 Bay St,400000,-37.8392,144.9421,u,3.8,Melbourne,Not found,Yes
725,6118,Port Melbourne,56/15 Beach St,900000,-37.8426,144.9398,u,3.8,Port Phillip,Not found,Yes
726,6119,Port Melbourne,202/52 Dow St,470000,-37.8431,144.9403,u,3.8,Port Phillip,Not found,Yes
727,6120,Port Melbourne,111 Stokes St,2160000,-37.8392,144.9378,h,3.8,Port Phillip,Not found,Yes
728,6121,Port Melbourne,213 Stokes St,1380000,-37.8373,144.9397,h,3.8,Port Phillip,Not found,Yes
729,6123,Port Melbourne,176 Dow St,1080000,-37.8401,144.943,h,3.8,Port Phillip,Not found,Yes
730,6125,Port Melbourne,224 Nott St,1405000,-37.835,144.9442,h,3.8,Melbourne,Yes,Yes
731,6126,Prahran,7/36 Grandview Gr,650000,-37.85,145.0085,u,4.5,Stonnington,Yes,Yes
732,6127,Prahran,13/37 Greville St,342000,-37.8486,144.9872,u,4.5,Stonnington,Yes,Yes
733,6129,Prahran,20a Percy St,950000,-37.8503,144.9913,h,4.5,Stonnington,Yes,Yes
734,6130,Prahran,3/122 Williams Rd,781000,-37.8511,145.0029,u,4.5,Stonnington,Yes,Yes
735,6131,Prahran,907/15 Clifton St,549800,-37.8519,144.9948,u,4.5,Stonnington,Yes,Yes
736,6132,Prahran,20/67 High St,492000,-37.851,144.988,u,4.5,Stonnington,Yes,Yes
737,6134,Prahran,10/4 Rae Ct,500500,-37.857,145.0027,u,4.5,Stonnington,Yes,Yes
738,6135,Prahran,6 Wynnstay Rd,1240000,-37.8527,145.0088,h,4.5,Stonnington,Yes,Yes
739,6136,Prahran,506/220 Commercial Rd,1400000,-37.847,144.9936,u,4.5,Stonnington,Yes,Yes
740,6137,Prahran,76/108 Greville St,685000,-37.8496,144.9905,u,4.5,Stonnington,Yes,Yes
741,6139,Prahran,203/11 Hillingdon Pl,710000,-37.8516,144.9943,u,4.5,Stonnington,Yes,Yes
742,6140,Prahran,4/313 Dandenong Rd,330000,-37.8595,145.0076,u,4.5,Stonnington,Yes,Yes
743,6141,Prahran,14 Doon St,1430000,-37.8495,144.9885,h,4.5,Stonnington,Yes,Yes
744,6142,Prahran,10/37 Greville St,325000,-37.8486,144.9872,u,4.5,Stonnington,Yes,Yes
745,6143,Prahran,16 Park Rd,1245000,-37.8526,145.0071,t,4.5,Stonnington,Yes,Yes
746,6144,Prahran,4/2 Alfred St,830000,-37.8503,144.9855,u,4.5,Stonnington,Yes,Yes
747,6145,Prahran,76 Pridham St,1182500,-37.852,145.0061,h,4.5,Stonnington,Yes,Yes
748,6146,Prahran,48 Wrights Tce,1303000,-37.8512,145.0053,h,4.5,Stonnington,Yes,Yes
749,6147,Prahran,52 Packington St,1210000,-37.8561,145.0042,h,4.5,Stonnington,Yes,Yes
750,6148,Prahran,2/36 Clarke St,482500,-37.8493,145.0006,u,4.5,Stonnington,Yes,Yes
751,6149,Prahran,37 Wrights Tce,1730000,-37.851,145.0051,h,4.5,Stonnington,Yes,Yes
752,6150,Prahran,1 Chatsworth Rd,1090000,-37.8531,145.0063,h,4.5,Stonnington,Yes,Yes
753,6151,Prahran,79 Chomley St,1358000,-37.8561,145.0056,h,4.5,Stonnington,Yes,Yes
754,6152,Prahran,4/10 Williams Rd,585000,-37.8581,145.0017,u,4.5,Stonnington,Yes,Yes
755,6153,Prahran,14 Aberdeen Rd,1106000,-37.8526,145.0033,h,4.5,Stonnington,Yes,Yes
756,6154,Prahran,116 Charles St,1650000,-37.8467,144.9897,h,4.5,Stonnington,Yes,Yes
757,6155,Prahran,57 Clarke St,1590000,-37.8492,145.0019,h,4.5,Stonnington,Yes,Yes
758,6156,Prahran,5/26 Clifton St,590000,-37.8509,144.9954,u,4.5,Stonnington,Yes,Yes
759,6157,Prahran,19 Packington Pl,1055000,-37.8557,145.0053,h,4.5,Stonnington,Yes,Yes
760,6160,Prahran,503/120 Greville St,1350000,-37.8493,144.9908,u,4.5,Stonnington,Yes,Yes
761,6161,Prahran,8/67 High St,700000,-37.851,144.988,u,4.5,Stonnington,Yes,Yes
762,6163,Prahran,5/60 Chomley St,473000,-37.8559,145.006,u,4.5,Stonnington,Yes,Yes
763,6164,Prahran,20a Park Rd,1100000,-37.8525,145.0071,h,4.5,Stonnington,Yes,Yes
764,6166,Prahran,2 McMicken La,1200000,-37.853,145.0069,h,4.5,Stonnington,Yes,Yes
765,6168,Prahran,12/67 High St,530000,-37.851,144.988,u,4.5,Stonnington,Yes,Yes
766,6169,Prahran,43 Highbury Gr,1651000,-37.8558,145.0072,h,4.5,Stonnington,Yes,Yes
767,6170,Prahran,6/20 Wynnstay Rd,615000,-37.8529,145.0098,u,4.5,Stonnington,Yes,Yes
768,6172,Prahran,29 Murray St,1500000,-37.8501,144.9995,h,4.5,Stonnington,Yes,Yes
769,6173,Prahran,17 Arkle St,1460000,-37.8543,145.003,h,4.5,Stonnington,Yes,Yes
770,6175,Prahran,602/220 Commercial Rd,841000,-37.847,144.9936,u,4.5,Stonnington,Yes,Yes
771,6176,Prahran,2/261 Dandenong Rd,570000,-37.8588,145.0024,u,4.5,Stonnington,Yes,Yes
772,6177,Prahran,7/297 Dandenong Rd,480000,-37.8592,145.0054,u,4.5,Stonnington,Yes,Yes
773,6178,Prahran,395 High St,1310000,-37.8528,145.0017,h,4.5,Stonnington,Yes,Yes
774,6179,Prahran,6 Irene Pl,1530000,-37.8498,145.0039,h,4.5,Stonnington,Yes,Yes
775,6181,Prahran,13/20 St Edmonds Rd,560000,-37.8506,144.9919,u,4.5,Stonnington,Yes,Yes
776,6183,Prahran,89 Pridham St,1300000,-37.8518,145.0061,h,4.5,Stonnington,Yes,Yes
777,6184,Prahran,47 Clifton St,815000,-37.8501,144.9953,h,4.5,Stonnington,Yes,Yes
778,6185,Prahran,49 Clifton St,765000,-37.8501,144.9953,h,4.5,Stonnington,Yes,Yes
779,6186,Prahran,1/70 Williams Rd,910000,-37.8543,145.0024,h,4.5,Stonnington,Yes,Yes
780,6187,Prahran,6/21 Wynnstay Rd,1450000,-37.8526,145.0106,t,4.5,Stonnington,Yes,Yes
781,6188,Prahran,1/38 Donald St,1540000,-37.8481,144.9869,t,4.5,Stonnington,Yes,Yes
782,6189,Prahran,3 Arkle St,1811000,-37.8544,145.0038,h,4.5,Stonnington,Yes,Yes
783,6192,Prahran,35 Chomley St,1180000,-37.8577,145.0053,h,4.5,Stonnington,Yes,Yes
784,6193,Prahran,210/10 Hillingdon Pl,510000,-37.8513,144.9943,u,4.5,Stonnington,Yes,Yes
785,6194,Prahran,1/11 Mount St,1015000,-37.8514,144.9957,t,4.5,Stonnington,Yes,Yes
786,6196,Prahran,56 Packington St,1720000,-37.8562,145.0042,h,4.5,Stonnington,Yes,Yes
787,6197,Prahran,16A Perth St,1050000,-37.85,144.9876,h,4.5,Stonnington,Yes,Yes
