,Suburb,Address,Price,Lattitude,Longtitude,Type,Distance,CouncilArea,public_transport.train Name
3341,Flemington,40 Coronet St,950000,-37.7861,144.9238,h,4.4,Moonee Valley,Yes
3342,Flemington,107 Shields St,918000,-37.7839,144.9343,h,4.4,Moonee Valley,Yes
3343,Flemington,59 Victoria St,730000,-37.7867,144.9342,h,4.4,Moonee Valley,Yes
3344,Flemington,6/47 Railway Pl W,360000,-37.7826,144.9273,u,4.4,Moonee Valley,Yes
3345,Flemington,21 Wisewould St,855000,-37.7849,144.9197,h,4.4,Moonee Valley,Yes
3347,Flemington,4 Illawarra Rd,860000,-37.7849,144.9257,h,4.4,Moonee Valley,Yes
3349,Flemington,61 Canterbury St,1012000,-37.7818,144.9247,h,4.4,Moonee Valley,Yes
3350,Flemington,15 Clarence St,885000,-37.7869,144.9253,h,4.4,Moonee Valley,Yes
3351,Flemington,90 Edinburgh St,1315000,-37.7853,144.9235,h,4.4,Moonee Valley,Yes
3352,Flemington,111 Wellington St,1700000,-37.7837,144.9319,h,4.4,Moonee Valley,Yes
3353,Flemington,1/4 Chatham St,1205000,-37.7826,144.9261,h,4.4,Moonee Valley,Yes
3354,Flemington,3/39 Dover St,395000,-37.7833,144.9255,u,4.4,Moonee Valley,Yes
3355,Flemington,3/121 Wellington St,476000,-37.783,144.932,u,4.4,Moonee Valley,Yes
3356,Flemington,7/30 Bryant St,250000,-37.7854,144.9326,h,4.4,Moonee Valley,Yes
3358,Flemington,12/132 Princes St,556000,-37.784,144.9356,u,4.4,Moonee Valley,Yes
3359,Flemington,12 John St,845000,-37.7838,144.9273,h,4.4,Moonee Valley,Yes
3360,Flemington,5/60 Farnham St,345000,-37.7826,144.9311,u,4.4,Moonee Valley,Yes
3361,Flemington,29 Finsbury St,1100000,-37.7857,144.9305,h,4.4,Moonee Valley,Yes
3362,Flemington,114 Shields St,957000,-37.7847,144.9341,h,4.4,Melbourne,Yes
3363,Flemington,20 Glance St,991000,-37.7867,144.9249,h,4.4,Moonee Valley,Yes
3364,Flemington,65 Victoria St,850000,-37.7866,144.9343,h,4.4,Moonee Valley,Yes
3365,Flemington,8/300 Racecourse Rd,395000,-37.788,144.9306,u,4.4,Moonee Valley,Yes
3367,Flemington,5/69 Edinburgh St,350000,-37.7857,144.9244,u,4.4,Moonee Valley,Yes
3368,Flemington,4 Farnham St,1115000,-37.7823,144.9278,h,4.4,Moonee Valley,Yes
3369,Flemington,5/121 Wellington St,420500,-37.783,144.932,u,4.4,Moonee Valley,Yes
3994,Hawthorn,6a Scott St,1650000,-37.8344,145.0422,h,4.6,Boroondara,Yes
3995,Hawthorn,49 Berkeley St,5100000,-37.8332,145.0366,h,4.6,Boroondara,Yes
3996,Hawthorn,4 Bowen St,2670000,-37.8183,145.0371,h,4.6,Boroondara,Yes
3997,Hawthorn,23 Elgin St,1480000,-37.8157,145.0263,h,4.6,Boroondara,Yes
3998,Hawthorn,25/510 Glenferrie Rd,348000,-37.8303,145.0341,u,4.6,Boroondara,Yes
3999,Hawthorn,23/146 Power St,320000,-37.8235,145.0258,u,4.6,Boroondara,Yes
4000,Hawthorn,9/69 Wattle Rd,1189000,-37.8243,145.0328,u,4.6,Boroondara,Yes
4001,Hawthorn,118/862 Glenferrie Rd,610000,-37.8154,145.0369,u,4.6,Boroondara,Yes
4002,Hawthorn,13/175 Power St,575000,-37.8263,145.0257,u,4.6,Boroondara,Yes
4003,Hawthorn,8/36 Power St,600000,-37.816,145.0272,u,4.6,Boroondara,Yes
4004,Hawthorn,188e Riversdale Rd,492000,-37.8299,145.0422,u,4.6,Boroondara,Yes
4005,Hawthorn,16/5 Denham St,891000,-37.8186,145.017,u,4.6,Boroondara,Yes
4006,Hawthorn,2/5 Finchley Ct,806000,-37.8249,145.0342,u,4.6,Boroondara,Yes
4008,Hawthorn,23 Melville St,1155000,-37.8153,145.0231,h,4.6,Boroondara,Yes
4009,Hawthorn,7 Brook St,2000000,-37.8155,145.019,h,4.6,Boroondara,Yes
4010,Hawthorn,6/107 Riversdale Rd,500000,-37.8287,145.035,u,4.6,Boroondara,Yes
4012,Hawthorn,13/5 Denham St,753000,-37.8186,145.017,u,4.6,Boroondara,Yes
4013,Hawthorn,7/21 Elphin Gr,330000,-37.8177,145.0424,u,4.6,Boroondara,Yes
4014,Hawthorn,14 Malmsbury St,1420000,-37.8214,145.0437,h,4.6,Boroondara,Yes
4016,Hawthorn,1/185 Auburn Rd,956000,-37.8258,145.0446,u,4.6,Boroondara,Yes
4017,Hawthorn,5/576 Glenferrie Rd,418000,-37.8261,145.0349,u,4.6,Boroondara,Yes
4018,Hawthorn,303/25 Lynch St,495000,-37.8216,145.0343,u,4.6,Boroondara,Yes
4019,Hawthorn,13/177 Power St,525000,-37.8265,145.0257,u,4.6,Boroondara,Yes
4020,Hawthorn,11/140 Riversdale Rd,292000,-37.8294,145.0382,u,4.6,Boroondara,Yes
4021,Hawthorn,10/28 Wattle Rd,430000,-37.8248,145.0282,u,4.6,Boroondara,Yes
4022,Hawthorn,4/205 Auburn Rd,365000,-37.8272,145.0444,u,4.6,Boroondara,Yes
4023,Hawthorn,3/164 Barkers Rd,580000,-37.8143,145.0322,u,4.6,Boroondara,Yes
4024,Hawthorn,530 Burwood Rd,1300000,-37.8236,145.0425,h,4.6,Boroondara,Yes
4025,Hawthorn,44 College St,1300000,-37.8173,145.0252,h,4.6,Boroondara,Yes
4026,Hawthorn,302/2 Tweed St,575000,-37.8213,145.0291,u,4.6,Boroondara,Yes
4028,Hawthorn,16/557 Glenferrie Rd,335000,-37.8276,145.0342,u,4.6,Boroondara,Yes
4029,Hawthorn,8/32 Liddiard St,440000,-37.8192,145.0385,u,4.6,Boroondara,Yes
4030,Hawthorn,8/1 Muir St,1000000,-37.8144,145.0153,u,4.6,Boroondara,Yes
4031,Hawthorn,69 Power St,2610000,-37.8187,145.0272,h,4.6,Boroondara,Yes
4033,Hawthorn,6 Salisbury Gr,1741000,-37.8155,145.0385,h,4.6,Boroondara,Yes
4034,Hawthorn,18 Violet Gr,2325000,-37.8281,145.0391,h,4.6,Boroondara,Yes
4035,Hawthorn,3/185 Auburn Rd,545000,-37.8258,145.0446,u,4.6,Boroondara,Yes
4036,Hawthorn,9/63 Berkeley St,655000,-37.8343,145.0364,u,4.6,Boroondara,Yes
4037,Hawthorn,3 Camden Rd,2920000,-37.8251,145.0385,h,4.6,Boroondara,Yes
4038,Hawthorn,13/561 Glenferrie Rd,488000,-37.8272,145.0343,u,4.6,Boroondara,Yes
4039,Hawthorn,1/9 Kinkora Rd,1510000,-37.8163,145.0301,h,4.6,Boroondara,Yes
4041,Hawthorn,1/41 Morang Rd,450000,-37.8237,145.0242,u,4.6,Boroondara,Yes
4042,Hawthorn,3 Randolph St,2065000,-37.8165,145.021,h,4.6,Boroondara,Yes
4044,Hawthorn,5/67 Auburn Rd,350000,-37.8208,145.0456,u,4.6,Boroondara,Yes
4046,Hawthorn,1/27 Glen St,645000,-37.8314,145.0353,u,4.6,Boroondara,Yes
4047,Hawthorn,2/2 Kooyongkoot Rd,1400000,-37.8299,145.0387,t,4.6,Boroondara,Yes
4048,Hawthorn,16 Pine St,1712000,-37.814,145.0212,h,4.6,Boroondara,Yes
4049,Hawthorn,3/18 Connell St,520000,-37.8185,145.0235,u,4.6,Boroondara,Yes
4050,Hawthorn,3/1 Elm St,480000,-37.8128,145.0171,u,4.6,Boroondara,Yes
4052,Hawthorn,9/4 Lisson Gr,630000,-37.8268,145.0267,u,4.6,Boroondara,Yes
4053,Hawthorn,10 Oak St,3225000,-37.814,145.0175,h,4.6,Boroondara,Yes
4054,Hawthorn,4/178 Power St,517000,-37.8261,145.0254,u,4.6,Boroondara,Yes
4055,Hawthorn,8/203 Auburn Rd,320000,-37.827,145.0444,u,4.6,Boroondara,Yes
4056,Hawthorn,4 Falmouth St,1828500,-37.8202,145.0409,h,4.6,Boroondara,Yes
4057,Hawthorn,7/6 Osborne Ct,400000,-37.8155,145.0161,u,4.6,Boroondara,Yes
4058,Hawthorn,78/8 Wallen Rd,1650000,-37.8271,145.0243,u,4.6,Boroondara,Yes
4059,Hawthorn,4 Ardene Ct,3950000,-37.8257,145.0321,h,4.6,Boroondara,Yes
4060,Hawthorn,3/566 Glenferrie Rd,587500,-37.8271,145.0347,u,4.6,Boroondara,Yes
4061,Hawthorn,107/567 Glenferrie Rd,560000,-37.8268,145.0344,u,4.6,Boroondara,Yes
4062,Hawthorn,23 Edgerton St,1936000,-37.8142,145.0252,h,4.6,Boroondara,Yes
4063,Hawthorn,2 Fordholm Rd,4250000,-37.8291,145.0308,h,4.6,Boroondara,Yes
4064,Hawthorn,3 Glen St,3500000,-37.8298,145.0355,h,4.6,Boroondara,Yes
4066,Hawthorn,7/12 Pine St,487500,-37.814,145.021,u,4.6,Boroondara,Yes
4067,Hawthorn,11/70 Church St,630000,-37.8153,145.021,u,4.6,Boroondara,Yes
4068,Hawthorn,1 College St,1560000,-37.8169,145.0234,h,4.6,Boroondara,Yes
4069,Hawthorn,36 College St,2265000,-37.8173,145.0248,h,4.6,Boroondara,Yes
4071,Hawthorn,305/567 Glenferrie Rd,840000,-37.8268,145.0344,u,4.6,Boroondara,Yes
4072,Hawthorn,1B Hepburn St,1780000,-37.824,145.0427,h,4.6,Boroondara,Yes
4073,Hawthorn,11/179 Power St,605000,-37.8268,145.0257,u,4.6,Boroondara,Yes
4075,Hawthorn,8/22 Connell St,535000,-37.8185,145.0236,u,4.6,Boroondara,Yes
4076,Hawthorn,3/35 Creswick St,815000,-37.8184,145.0163,u,4.6,Boroondara,Yes
4077,Hawthorn,6/28 Manningtree Rd,1975000,-37.8235,145.029,u,4.6,Boroondara,Yes
4078,Hawthorn,5/155 Power St,445000,-37.8249,145.026,u,4.6,Boroondara,Yes
4079,Hawthorn,8/14 Creswick St,663000,-37.8166,145.0163,u,4.6,Boroondara,Yes
4080,Hawthorn,2/21 Elphin Gr,657500,-37.8177,145.0424,u,4.6,Boroondara,Yes
4081,Hawthorn,50 Kinkora Rd,5050000,-37.8168,145.0321,h,4.6,Boroondara,Yes
4082,Hawthorn,22/9 Lisson Gr,445000,-37.8261,145.0269,u,4.6,Boroondara,Yes
4083,Hawthorn,14/107 Riversdale Rd,750000,-37.8287,145.035,u,4.6,Boroondara,Yes
4084,Hawthorn,4A Simpson Pl,1180000,-37.8176,145.0204,h,4.6,Boroondara,Yes
4085,Hawthorn,5/40 Barkers Rd,470000,-37.813,145.0207,u,4.6,Boroondara,Yes
4086,Hawthorn,710/377 Burwood Rd,485000,-37.8226,145.0368,u,4.6,Boroondara,Yes
4087,Hawthorn,13/506 Glenferrie Rd,290000,-37.8308,145.034,u,4.6,Boroondara,Yes
4088,Hawthorn,466 Auburn Rd,1800000,-37.839,145.0418,h,4.6,Boroondara,Yes
4089,Hawthorn,10/32 Manningtree Rd,805000,-37.8235,145.0294,u,4.6,Boroondara,Yes
4090,Hawthorn,5 Wattle Gr,1855000,-37.8253,145.0287,h,4.6,Boroondara,Yes
4091,Hawthorn,23 William St,1377000,-37.8202,145.0404,h,4.6,Boroondara,Yes
4092,Hawthorn,1/4 Hill St,665000,-37.8183,145.0194,u,4.6,Boroondara,Yes
4093,Hawthorn,1/3 Clovelly Ct,751000,-37.8144,145.0328,u,4.6,Boroondara,Yes
4094,Hawthorn,24 College St,1551000,-37.8172,145.0243,h,4.6,Boroondara,Yes
4095,Hawthorn,8/67 Denham St,415000,-37.8192,145.0221,u,4.6,Boroondara,Yes
4096,Hawthorn,12/48 Oxley Rd,743000,-37.8249,145.0405,u,4.6,Boroondara,Yes
4098,Hawthorn,74 Denham St,1535000,-37.8198,145.0245,h,4.6,Boroondara,Yes
4099,Hawthorn,5/29 Elphin Gr,612500,-37.8183,145.0423,u,4.6,Boroondara,Yes
4100,Hawthorn,59 Mason St,2410000,-37.8169,145.021,h,4.6,Boroondara,Yes
4101,Hawthorn,5/70 Power St,690000,-37.818,145.0268,u,4.6,Boroondara,Yes
4103,Hawthorn,18/508 Glenferrie Rd,695000,-37.8305,145.0341,u,4.6,Boroondara,Yes
4104,Hawthorn,10/150 Barkers Rd,715000,-37.8142,145.0308,u,4.6,Boroondara,Yes
4105,Hawthorn,35 College St,2375000,-37.8171,145.0252,h,4.6,Boroondara,Yes
4108,Hawthorn,12 Morang Rd,1980000,-37.8219,145.0241,h,4.6,Boroondara,Yes
4109,Hawthorn,8B Myrtle St,1055000,-37.813,145.0167,t,4.6,Boroondara,Yes
4110,Hawthorn,151 Power St,1976000,-37.8246,145.026,h,4.6,Boroondara,Yes
4111,Hawthorn,2/472 Glenferrie Rd,382000,-37.8339,145.0335,u,4.6,Boroondara,Yes
4113,Hawthorn,10/60 Hawthorn Gr,499000,-37.8158,145.0342,u,4.6,Boroondara,Yes
4114,Hawthorn,3/32 Power St,495000,-37.8157,145.0273,u,4.6,Boroondara,Yes
4115,Hawthorn,9 Power St,3750000,-37.8144,145.0279,h,4.6,Boroondara,Yes
4116,Hawthorn,37 Brook St,1400000,-37.8159,145.0219,h,4.6,Boroondara,Yes
4117,Hawthorn,109/311 Burwood Rd,370000,-37.8222,145.0329,u,4.6,Boroondara,Yes
4118,Hawthorn,13/44 Burwood Rd,627500,-37.8213,145.0224,u,4.6,Boroondara,Yes
4119,Hawthorn,216/6 Lisson Gr,710000,-37.8264,145.027,u,4.6,Boroondara,Yes
4120,Hawthorn,318/6 Lisson Gr,485000,-37.8264,145.027,u,4.6,Boroondara,Yes
4121,Hawthorn,301/25 Lynch St,310000,-37.8216,145.0343,u,4.6,Boroondara,Yes
4122,Hawthorn,17 Morang Rd,3120000,-37.8224,145.0243,h,4.6,Boroondara,Yes
4124,Hawthorn,3/33 Elphin Gr,450000,-37.8186,145.0423,u,4.6,Boroondara,Yes
4125,Hawthorn,27 Falmouth St,2160000,-37.82,145.0421,h,4.6,Boroondara,Yes
4456,Kensington,4 Coopers La,785000,-37.7906,144.924,h,4.2,Melbourne,Yes
4457,Kensington,65 Gatehouse Dr,852000,-37.7929,144.9197,h,4.2,Melbourne,Yes
4458,Kensington,35 Henry St,1037000,-37.7953,144.9275,h,4.2,Melbourne,Yes
4459,Kensington,8 Bent St,775000,-37.7963,144.935,h,4.2,Melbourne,Yes
4460,Kensington,14 Hardiman St,1470000,-37.7957,144.932,h,4.2,Melbourne,Yes
4461,Kensington,607/255 Racecourse Rd,630000,-37.7886,144.9328,u,4.2,Melbourne,Yes
4462,Kensington,5 Rigby La,845000,-37.7907,144.9247,t,4.2,Moonee Valley,Yes
4463,Kensington,403/72 Altona St,492500,-37.7974,144.9261,u,4.2,Melbourne,Yes
4464,Kensington,2/65 Bayswater Rd,420000,-37.794,144.923,u,4.2,Melbourne,Yes
4465,Kensington,1 Scarborough Pl,650000,-37.7914,144.9344,t,4.2,Melbourne,Yes
4467,Kensington,56 Tennyson St,1050000,-37.7984,144.929,h,4.2,Melbourne,Yes
4468,Kensington,61 Bangalore St,1291000,-37.7946,144.924,h,4.2,Melbourne,Yes
4469,Kensington,1/16 Mawbey St,420000,-37.7899,144.9231,u,4.2,Melbourne,Yes
4472,Kensington,47 Barnett St,961000,-37.7925,144.9323,h,4.2,Melbourne,Yes
4473,Kensington,72 Bayswater Rd,1271000,-37.7938,144.9228,h,4.2,Melbourne,Yes
4474,Kensington,67 Collett St,1010000,-37.7923,144.9332,h,4.2,Melbourne,Yes
4475,Kensington,4/130 Kensington Rd,750000,-37.7976,144.9213,t,4.2,Melbourne,Yes
4476,Kensington,15 Ormond St,1675000,-37.797,144.9303,h,4.2,Melbourne,Yes
4479,Kensington,10 Altona St,905000,-37.799,144.9276,h,4.2,Melbourne,Yes
4480,Kensington,70 Hardiman St,960000,-37.7959,144.9343,h,4.2,Melbourne,Yes
4481,Kensington,94 McConnell St,1031000,-37.7929,144.9287,h,4.2,Melbourne,Yes
4482,Kensington,59 The Crescent,918000,-37.7938,144.9186,t,4.2,Melbourne,Yes
4483,Kensington,13 Youlden St,870000,-37.7891,144.926,h,4.2,Melbourne,Yes
4484,Kensington,41 Barnett St,1165000,-37.7923,144.9324,h,4.2,Melbourne,Yes
4485,Kensington,11 Nottingham St,1710000,-37.7893,144.933,h,4.2,Melbourne,Yes
4486,Kensington,107/88 Altona St,360000,-37.7966,144.9254,u,4.2,Melbourne,Yes
4487,Kensington,39 Henry St,1455000,-37.7954,144.9274,h,4.2,Melbourne,Yes
4488,Kensington,114/71 Henry St,365000,-37.7961,144.9261,u,4.2,Melbourne,Yes
4489,Kensington,28/18 Mawbey St,551000,-37.7898,144.9233,u,4.2,Melbourne,Yes
4490,Kensington,118/80 Ormond St,442000,-37.7976,144.9285,u,4.2,Melbourne,Yes
4491,Kensington,51 Rankins Rd,765000,-37.7902,144.9319,h,4.2,Melbourne,Yes
4492,Kensington,407/72 Altona St,515000,-37.7974,144.9261,u,4.2,Melbourne,Yes
4494,Kensington,17/29 Bendall St,570000,-37.7897,144.9239,u,4.2,Moonee Valley,Yes
4495,Kensington,119/71 Henry St,370000,-37.7961,144.9261,u,4.2,Melbourne,Yes
4496,Kensington,21 Bayswater Rd,1005000,-37.7931,144.9247,h,4.2,Melbourne,Yes
4498,Kensington,109 Rankins Rd,1234500,-37.7922,144.9316,h,4.2,Melbourne,Yes
4499,Kensington,11/33 Rankins Rd,666000,-37.7896,144.9321,u,4.2,Melbourne,Yes
4502,Kensington,32 Epsom Rd,825000,-37.7925,144.9264,h,4.2,Melbourne,Yes
4503,Kensington,33 Rourke La,770000,-37.7937,144.9169,t,4.2,Melbourne,Yes
4504,Kensington,12 Hardiman St,1135000,-37.7957,144.932,h,4.2,Melbourne,Yes
4505,Kensington,36 The Crescent,975000,-37.7941,144.919,h,4.2,Melbourne,Yes
4506,Kensington,14 Altona St,812000,-37.7989,144.9275,t,4.2,Melbourne,Yes
4507,Kensington,11 Nottingham St,1900000,-37.7893,144.933,h,4.2,Melbourne,Yes
4509,Kensington,13/26 Barnett St,445000,-37.7913,144.9323,u,4.2,Moonee Valley,Yes
4510,Kensington,38 Rourke La,732000,-37.7934,144.9166,h,4.2,Melbourne,Yes
4511,Kensington,33 Barnett St,1260000,-37.792,144.9324,h,4.2,Melbourne,Yes
4512,Kensington,51 Gatehouse Dr,1000000,-37.7926,144.9197,h,4.2,Melbourne,Yes
4513,Kensington,26 Hopetoun St,1155000,-37.7918,144.9264,h,4.2,Moonee Valley,Yes
4514,Kensington,25 Rogan La,700000,-37.7917,144.9231,t,4.2,Melbourne,Yes
4515,Kensington,57 Eastwood St,813500,-37.7907,144.9303,h,4.2,Melbourne,Yes
4516,Kensington,7/51 Epsom Rd,526000,-37.7919,144.9253,u,4.2,Melbourne,Yes
4517,Kensington,148b Kensington Rd,790000,-37.7982,144.9202,t,4.2,Melbourne,Yes
4518,Kensington,42 McCracken St,1365000,-37.7913,144.9275,h,4.2,Moonee Valley,Yes
4519,Kensington,66 Parsons St,700000,-37.7903,144.9345,t,4.2,Melbourne,Yes
4520,Kensington,8/33 Rankins Rd,370000,-37.7896,144.9321,u,4.2,Melbourne,Yes
4521,Kensington,49 Robertson St,1230000,-37.793,144.934,h,4.2,Melbourne,Yes
4524,Kensington,208/465 MacAulay Rd,460000,-37.7948,144.9314,u,4.2,Melbourne,Yes
4525,Kensington,1/16 Mawbey St,395000,-37.7899,144.9231,u,4.2,Melbourne,Yes
4526,Kensington,28 Pridham St,1001000,-37.7896,144.9307,h,4.2,Melbourne,Yes
4527,Kensington,123 Rankins Rd,850000,-37.7925,144.9315,h,4.2,Melbourne,Yes
4532,Kensington,55 Epsom Rd,1335000,-37.7917,144.9251,h,4.2,Melbourne,Yes
4533,Kensington,5 Rogan La,868000,-37.7921,144.9234,h,4.2,Melbourne,Yes
4534,Kensington,25 Chelmsford St,960000,-37.7963,144.9327,h,4.2,Melbourne,Yes
4535,Kensington,1/5 Wight St,773000,-37.7937,144.9295,t,4.2,Melbourne,Yes
4536,Kensington,111/18 Bent St,631090,-37.7956,144.935,u,4.2,Melbourne,Yes
4537,Kensington,10/2 Howlett St,410000,-37.7897,144.9228,u,4.2,Melbourne,Yes
4539,Kensington,301/84 Altona St,425000,-37.7966,144.9254,u,4.2,Melbourne,Yes
4540,Kensington,68 Hardiman St,1211000,-37.7959,144.9342,h,4.2,Melbourne,Yes
4541,Kensington,8/37 Kensington Rd,506000,-37.7952,144.9262,u,4.2,Melbourne,Yes
4542,Kensington,64 Hardiman St,806000,-37.7959,144.9341,h,4.2,Melbourne,Yes
4545,Kensington,61 Willis St,829000,-37.7935,144.9187,h,4.2,Melbourne,Yes
4546,Kensington,10 Mulgrave St,786000,-37.7908,144.9309,h,4.2,Melbourne,Yes
4547,Kensington,208/86 Altona St,458000,-37.7966,144.9254,u,4.2,Melbourne,Yes
5078,Melbourne,902/16 Liverpool St,427000,-37.8111,144.9715,u,2.8,Melbourne,Yes
5081,Melbourne,14/2 Exhibition St,1160500,-37.8157,144.9727,u,2.8,Melbourne,Yes
5084,Melbourne,2306/265 Exhibition St,780000,-37.8095,144.9691,u,2.8,Melbourne,Yes
5089,Melbourne,1501/87 Franklin St,535000,-37.808,144.9617,u,2.8,Melbourne,Yes
5092,Melbourne,3811/80 Abeckett St,450000,-37.8091,144.9609,u,2.8,Melbourne,Yes
5093,Melbourne,405/270 King St,360000,-37.8138,144.9548,u,2.8,Melbourne,Yes
5097,Melbourne,805/300 Swanston St,665000,-37.8106,144.9646,u,2.8,Melbourne,Yes
5101,Melbourne,1615/250 Elizabeth St,386000,-37.8127,144.9627,u,2.8,Melbourne,Yes
5102,Melbourne,49/2 Exhibition St,659000,-37.8157,144.9727,u,2.8,Melbourne,Yes
5104,Melbourne,1/5 Davisons Pl,671000,-37.8089,144.967,u,2.8,Melbourne,Yes
5105,Melbourne,2111/620 Collins St,545000,-37.8188,144.9544,u,2.8,Melbourne,Yes
5106,Melbourne,2206/60 Market St,450000,-37.8178,144.9607,u,2.8,Melbourne,Yes
5108,Melbourne,308/16 Liverpool St,432000,-37.8111,144.9715,u,2.8,Melbourne,Yes
5110,Melbourne,816/300 Swanston St,400000,-37.8106,144.9646,u,2.8,Melbourne,Yes
5111,Melbourne,928/43 Therry St,210000,-37.8078,144.961,u,2.8,Melbourne,Yes
5114,Melbourne,901/265 Exhibition St,750000,-37.8095,144.9691,u,2.8,Melbourne,Yes
5115,Melbourne,208/108 Flinders St,375000,-37.8161,144.9712,u,2.8,Melbourne,Yes
5122,Melbourne,33/300 King St,680000,-37.8132,144.9545,u,2.8,Melbourne,Yes
5124,Melbourne,1001/639 Little Bourke St,470000,-37.816,144.9535,u,2.8,Melbourne,Yes
5126,Melbourne,3301/288 Spencer St,650000,-37.8138,144.952,u,2.8,Melbourne,Yes
5127,Melbourne,715/300 Swanston St,483000,-37.8106,144.9646,u,2.8,Melbourne,Yes
5129,Melbourne,304/8 Sutherland St,610000,-37.8114,144.961,u,2.8,Melbourne,Yes
5130,Melbourne,32/2 Exhibition St,700000,-37.8157,144.9727,u,2.8,Melbourne,Yes
5131,Melbourne,1206/483 Swanston St,520000,-37.8072,144.9623,u,2.8,Melbourne,Yes
5134,Melbourne,303/166 Flinders St,440000,-37.8168,144.9691,u,2.8,Melbourne,Yes
5135,Melbourne,43/1 Exhibition St,436000,-37.8159,144.972,u,2.8,Melbourne,Yes
5138,Melbourne,507/325 Collins St,733000,-37.8166,144.9635,u,2.8,Melbourne,Yes
5139,Melbourne,702/108 Flinders St,675000,-37.8161,144.9712,u,2.8,Melbourne,Yes
5143,Melbourne,60 Hayward La,1630000,-37.8092,144.967,h,2.8,Melbourne,Yes
5147,Melbourne,1003/265 Exhibition St,760000,-37.8095,144.9691,u,2.8,Melbourne,Yes
5148,Melbourne,103/565 Flinders St,360000,-37.8211,144.9559,u,2.8,Melbourne,Yes
5150,Melbourne,509/33 MacKenzie St,390000,-37.8077,144.9668,u,2.8,Melbourne,Yes
5154,Middle Park,277 Danks St,2600000,-37.8499,144.957,h,4.1,Port Phillip,Not found
5155,Middle Park,198 Page St,2350000,-37.8516,144.9624,h,4.1,Port Phillip,Not found
5156,Middle Park,96 Hambleton St,2956000,-37.8477,144.9607,h,4.1,Port Phillip,Not found
5157,Middle Park,2/61 Canterbury Rd,535000,-37.8474,144.9625,u,4.1,Port Phillip,Not found
5158,Middle Park,5/143 Canterbury Rd,400000,-37.8522,144.9678,u,4.1,Port Phillip,Yes
5160,Middle Park,15 McGregor St,1690000,-37.852,144.9654,h,4.1,Port Phillip,Not found
5161,Middle Park,81 Carter St,1020000,-37.8468,144.9612,h,4.1,Port Phillip,Not found
5162,Middle Park,50 Park Rd,1515000,-37.8541,144.9665,h,4.1,Port Phillip,Not found
5163,Middle Park,6/82 Patterson St,700000,-37.8556,144.9669,u,4.1,Port Phillip,Not found
5164,Middle Park,76 Harold St,2360000,-37.8507,144.9591,h,4.1,Port Phillip,Not found
5165,Middle Park,82 Harold St,2005000,-37.8508,144.9589,h,4.1,Port Phillip,Not found
5166,Middle Park,8/49 Patterson St,702000,-37.8549,144.9662,u,4.1,Port Phillip,Not found
5167,Middle Park,287 Richardson St,3120000,-37.8518,144.9663,h,4.1,Port Phillip,Not found
5168,Middle Park,15 Fraser St,1025000,-37.8551,144.968,h,4.1,Port Phillip,Yes
5169,Middle Park,33 Nimmo St,1920000,-37.8498,144.9628,h,4.1,Port Phillip,Not found
5170,Middle Park,171 Ashworth St,2623000,-37.8536,144.9625,h,4.1,Port Phillip,Not found
5171,Middle Park,82 Hambleton St,1500000,-37.847,144.9594,h,4.1,Port Phillip,Not found
5172,Middle Park,98 Harold St,1630000,-37.8513,144.9586,h,4.1,Port Phillip,Not found
5173,Middle Park,141 Richardson St,1910000,-37.8474,144.9582,h,4.1,Port Phillip,Not found
5539,North Melbourne,10 Canning St,2920000,-37.7958,144.944,h,2.3,Melbourne,Yes
5540,North Melbourne,90 Molesworth St,1635000,-37.7967,144.9472,h,2.3,Melbourne,Yes
5541,North Melbourne,208/150 Peel St,491000,-37.8044,144.9566,u,2.3,Melbourne,Yes
5542,North Melbourne,24/302 Abbotsford St,540000,-37.7994,144.9464,u,2.3,Melbourne,Yes
5543,North Melbourne,1/315 Flemington Rd,340000,-37.7916,144.9443,u,2.3,Melbourne,Yes
5544,North Melbourne,2/63 Brougham St,726000,-37.7936,144.9426,u,2.3,Melbourne,Yes
5545,North Melbourne,8 Haines St,1340000,-37.7987,144.9497,h,2.3,Melbourne,Yes
5546,North Melbourne,70 Munster Tce,1105000,-37.8018,144.9429,t,2.3,Melbourne,Yes
5547,North Melbourne,19 Shands La,841000,-37.7953,144.9437,t,2.3,Melbourne,Yes
5548,North Melbourne,6/49 Haines St,528500,-37.7988,144.9475,u,2.3,Melbourne,Yes
5549,North Melbourne,24/101 Leveson St,585000,-37.802,144.951,u,2.3,Melbourne,Yes
5550,North Melbourne,319/350 Victoria St,645000,-37.8055,144.9547,u,2.3,Melbourne,Yes
5551,North Melbourne,12/25 Byron St,410000,-37.802,144.9516,u,2.3,Melbourne,Yes
5552,North Melbourne,110/171 Flemington Rd,550000,-37.7955,144.9492,u,2.3,Melbourne,Yes
5553,North Melbourne,2/43 Haines St,470000,-37.7988,144.9478,u,2.3,Melbourne,Yes
5554,North Melbourne,115/150 Peel St,470000,-37.8044,144.9566,u,2.3,Melbourne,Yes
5555,North Melbourne,13/49 Haines St,475000,-37.7988,144.9475,u,2.3,Melbourne,Yes
5556,North Melbourne,6/55 Provost St,640000,-37.802,144.9459,u,2.3,Melbourne,Yes
5557,North Melbourne,331 Flemington Rd,1330000,-37.7914,144.9439,h,2.3,Melbourne,Yes
5558,North Melbourne,4/175 Chetwynd St,720000,-37.8015,144.9526,u,2.3,Melbourne,Yes
