,Suburb,Address,Price,Lattitude,Longtitude,Type,Distance,CouncilArea,public_transport.train Name,commercial.shopping_mall Name,healthcare Name,tourism.attraction Name,leisure.park.nature_reserve Name
798,Glenroy,29 Moonee Bvd,570000,-37.6977,144.9071,h,13.0,Moreland,Yes,Not found,Yes,Not found,Not found
799,Glenroy,46 Sadie St,655000,-37.6985,144.9441,h,13.0,Moreland,Yes,Yes,Yes,Yes,Yes
800,Glenroy,118 Bindi St,500000,-37.695,144.9271,h,13.0,Moreland,Yes,Yes,Yes,Yes,Yes
801,Glenroy,65 Farview St,762700,-37.7097,144.9351,h,13.0,Moreland,Yes,Not found,Yes,Yes,Yes
802,Glenroy,52 Glenroy Rd,741250,-37.7067,144.9331,h,13.0,Moreland,Yes,Not found,Yes,Yes,Yes
803,Glenroy,44 Everard St,787500,-37.7004,144.9411,h,13.0,Moreland,Yes,Yes,Not found,Yes,Yes
804,Glenroy,107 Glenroy Rd,1000000,-37.7063,144.9273,h,13.0,Moreland,Yes,Not found,Yes,Yes,Yes
805,Glenroy,4 Glenroy Rd,726335,-37.7072,144.938,h,13.0,Moreland,Yes,Not found,Yes,Yes,Yes
806,Glenroy,165 Hilton St,630000,-37.7005,144.9258,h,13.0,Moreland,Yes,Not found,Yes,Yes,Yes
807,Glenroy,72 Pecham St,670000,-37.6967,144.9116,h,13.0,Moreland,Yes,Yes,Yes,Not found,Not found
808,Glenroy,3/48 William St,417000,-37.7074,144.9086,h,13.0,Moreland,Yes,Yes,Yes,Not found,Yes
809,Glenroy,14 William St,501000,-37.7119,144.9111,h,13.0,Moreland,Yes,Yes,Yes,Not found,Yes
810,Glenroy,23 Cromwell St,660000,-37.7019,144.9225,h,13.0,Moreland,Yes,Not found,Yes,Yes,Yes
811,Glenroy,16 York St,722000,-37.7048,144.9097,h,13.0,Moreland,Yes,Yes,Yes,Not found,Yes
812,Glenroy,2/4 Ash Ct,270000,-37.6972,144.9239,h,13.0,Moreland,Yes,Yes,Yes,Yes,Yes
813,Glenroy,44 Morley St,825000,-37.6979,144.9377,h,13.0,Moreland,Yes,Not found,Yes,Yes,Yes
814,Glenroy,33 View St,638000,-37.6969,144.9334,h,13.0,Moreland,Yes,Not found,Yes,Yes,Yes
815,Gowanbrae,1 Gowanbrae Dr,631000,-37.709,144.8925,h,13.6,Moreland,Not found,Yes,Yes,Not found,Yes
816,Gowanbrae,13 Seggan Cir,500000,-37.7071,144.8959,h,13.6,Moreland,Yes,Yes,Yes,Not found,Yes
817,Gowanbrae,41 Balerno Cir,504000,-37.709,144.8964,h,13.6,Moreland,Yes,Yes,Yes,Not found,Yes
818,Gowanbrae,2 Mirrim Pl,802500,-37.705,144.9004,h,13.6,Moreland,Yes,Yes,Yes,Not found,Yes
819,Gowanbrae,8 Perth Ct,709000,-37.7016,144.8974,h,13.6,Moreland,Yes,Yes,Yes,Not found,Yes
820,Gowanbrae,3 Gowanbrae Dr,700000,-37.7089,144.8927,h,13.6,Moreland,Not found,Yes,Yes,Not found,Yes
821,Gowanbrae,42 Seggan Cir,485000,-37.7076,144.8961,h,13.6,Moreland,Yes,Yes,Yes,Not found,Yes
822,Gowanbrae,6 Birk Ct,540000,-37.704,144.8989,h,13.6,Moreland,Yes,Yes,Yes,Not found,Yes
823,Gowanbrae,24 Balerno Cir,390000,-37.7091,144.8958,h,13.6,Moreland,Yes,Yes,Yes,Not found,Yes
824,Gowanbrae,18 Primula Bvd,800000,-37.7062,144.8978,h,13.6,Moreland,Yes,Yes,Yes,Not found,Yes
825,Gowanbrae,14 Birk Ct,525000,-37.704,144.8984,h,13.6,Moreland,Yes,Yes,Yes,Not found,Yes
826,Gowanbrae,8 Perth Ct,740000,-37.7016,144.8974,h,13.6,Moreland,Yes,Yes,Yes,Not found,Yes
827,Hadfield,20 Bedford St,605000,-37.711,144.9478,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
828,Hadfield,29 Sutherland St,685500,-37.7076,144.9481,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
829,Hadfield,2 Knole St,610000,-37.7153,144.9507,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
830,Hadfield,8 Sherwood St,630000,-37.7124,144.9514,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
831,Hadfield,4 Surrey St,870000,-37.7127,144.9489,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
832,Hadfield,26 South St,810000,-37.7149,144.9473,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
833,Hadfield,70 West St,840000,-37.7114,144.9378,h,12.1,Moreland,Yes,Not found,Yes,Not found,Yes
834,Hadfield,16 Bedford St,585000,-37.711,144.9481,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
835,Hadfield,41 Davies St,772500,-37.7116,144.9468,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
836,Hadfield,10 Volga St,719000,-37.7084,144.9412,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
837,Hadfield,115 West St,700000,-37.7056,144.9384,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
838,Hadfield,148 West St,600500,-37.7062,144.9387,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
839,Hadfield,27 Middle St,730000,-37.7106,144.9491,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
840,Hadfield,75 West St,800000,-37.7094,144.9377,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
841,Hadfield,25 Francis St,918000,-37.7123,144.9426,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
842,Hadfield,40 Angus St,740000,-37.7077,144.9438,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
843,Hadfield,72 Middle St,721000,-37.7098,144.9446,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
844,Hadfield,9 South St,646000,-37.7157,144.9507,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
845,Hadfield,1/32 Sutherland St,545000,-37.7073,144.9486,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
846,Hadfield,4 Thames St,770000,-37.705,144.9469,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
847,Hadfield,1 Barunah St,777000,-37.704,144.9399,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
848,Hadfield,101 Middle St,722000,-37.7098,144.9424,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
849,Hadfield,23 Surrey St,545000,-37.7128,144.9471,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
850,Hadfield,11 Dickinson St,542500,-37.7133,144.9436,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
851,Hadfield,24 Talbot St,631500,-37.7133,144.947,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
852,Hadfield,24A South St,750074,-37.7149,144.9474,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
853,Hadfield,35 Angus St,591000,-37.7079,144.9432,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
854,Hadfield,19 Barbara St,550000,-37.7107,144.9419,h,12.1,Moreland,Yes,Not found,Yes,Not found,Yes
855,Hadfield,100 South St,330000,-37.714,144.939,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
856,Hadfield,13 Gish Ct,800000,-37.7091,144.9491,h,12.1,Moreland,Yes,Not found,Yes,Not found,Yes
857,Hadfield,42 West St,725000,-37.7136,144.9374,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
858,Hadfield,28 Gish Ct,815000,-37.7083,144.9495,h,12.1,Moreland,Yes,Not found,Yes,Not found,Yes
859,Hadfield,92 West St,715888,-37.7099,144.938,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
860,Hadfield,119 Middle St,650000,-37.7096,144.9404,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
861,Hadfield,3 Charles St,1102000,-37.709,144.9434,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
862,Hadfield,25 East St,515000,-37.7128,144.9496,h,12.1,Moreland,Yes,Not found,Yes,Not found,Not found
863,Hadfield,14 Sutherland St,716000,-37.709,144.9483,h,12.1,Moreland,Yes,Not found,Yes,Not found,Yes
864,Hadfield,38 Tassell St,640000,-37.7109,144.9389,h,12.1,Moreland,Yes,Not found,Yes,Not found,Yes
865,Hadfield,21 Volga St,460000,-37.7074,144.9407,h,12.1,Moreland,Yes,Not found,Yes,Yes,Yes
866,Hampton,38 Myrtle Rd,2800000,-37.9419,145.0152,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
867,Hampton,36 Thomas St,3250000,-37.9389,145.0062,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
868,Hampton,6 Earlsfield Rd,2140000,-37.9319,145.0173,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
869,Hampton,3 Kendall St,1600000,-37.9324,145.0235,h,13.7,Bayside,Yes,Not found,Yes,Not found,Not found
870,Hampton,24A Smith St,1003500,-37.9338,145.0226,h,13.7,Bayside,Yes,Not found,Yes,Not found,Not found
871,Hampton,78 Thomas St,1686500,-37.9394,145.0099,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
872,Hampton,2/524 Bluff Rd,1400000,-37.9361,145.0243,h,13.7,Bayside,Yes,Not found,Yes,Not found,Not found
873,Hampton,8 Bronte Ct,1560000,-37.9399,145.0204,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
874,Hampton,35 Teddington Rd,1715000,-37.9358,145.018,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
875,Hampton,131 Linacre Rd,1680000,-37.9437,145.0175,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
876,Hampton,139 Linacre Rd,2520000,-37.9438,145.0184,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
877,Hampton,66a Thomas St,1120000,-37.9395,145.0088,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
878,Hampton,4 Bendigo St,3200000,-37.9326,144.9997,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
879,Hampton,43 Fewster Rd,1250000,-37.9381,145.0161,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
880,Hampton,30 Holyrood St,2420000,-37.9333,144.9977,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
881,Hampton,54 Linacre Rd,2000000,-37.9429,145.0072,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
882,Hampton,22 Margarita St,2880000,-37.9312,144.9997,h,13.7,Bayside,Yes,Yes,Yes,Yes,Not found
883,Hampton,42 Myrtle Rd,1805000,-37.9419,145.0156,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
884,Hampton,50 Earlsfield Rd,1460000,-37.9356,145.0166,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
885,Hampton,73 Linacre Rd,1403000,-37.9428,145.0092,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
886,Hampton,70 Teddington Rd,1682000,-37.9365,145.022,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
887,Hampton,344 Hampton St,1875000,-37.9412,145.0021,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
888,Hampton,310 Hampton St,2600000,-37.944,145.0015,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
889,Hampton,18 Kingston St,2400000,-37.9323,145.0137,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
890,Hampton,65 Linacre Rd,3470000,-37.9427,145.0085,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
891,Hampton,118 Ludstone St,1615000,-37.9348,145.0162,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
892,Hampton,29 Olive St,1450000,-37.9341,145.02,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
893,Hampton,7 Austin Rd,1050000,-37.9449,145.0144,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
894,Hampton,63 Beach Rd,1690000,-37.9409,145.0001,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
895,Hampton,1/33 Holyrood St,1460000,-37.933,144.9975,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
896,Hampton,26 Teddington Rd,1620000,-37.9359,145.017,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
897,Hampton,2b Carolyn St,1420000,-37.9393,145.0226,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
898,Hampton,12 Foam St,2400000,-37.9379,145.0067,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
899,Hampton,29 Thomas St,3075000,-37.9386,145.006,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
900,Hampton,75 Crisp St,3201000,-37.9416,145.0107,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
901,Hampton,16 Smith St,2600000,-37.9332,145.0226,h,13.7,Bayside,Yes,Not found,Yes,Not found,Not found
902,Hampton,3 Smith St,1465000,-37.9323,145.0225,h,13.7,Bayside,Yes,Not found,Yes,Not found,Not found
903,Hampton,70 Highett Rd,1705000,-37.946,145.0181,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
904,Hampton,11 Kerferd St,1610000,-37.9419,145.01,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
905,Hampton,58 Teddington Rd,1320000,-37.9364,145.021,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
906,Hampton,29 Grenville St,1450000,-37.9352,145.0009,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
907,Hampton,6 Valerian St,1515000,-37.9446,145.0201,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
908,Hampton,107 Willis St,2980000,-37.9372,145.0101,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
909,Hampton,50 Holyrood St,2200000,-37.9336,144.9999,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
910,Hampton,53 Bridge St,3325000,-37.9449,145.0068,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
911,Hampton,64 Earlsfield Rd,1460000,-37.9369,145.0163,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
912,Hampton,10 Talbot St,2800000,-37.9345,145.0,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
913,Hampton,49 Service St,1740000,-37.9401,145.0083,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
914,Hampton,136 Thomas St,2450000,-37.94,145.0151,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
915,Hampton,15 Avelin St,1800000,-37.9315,145.0109,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
916,Hampton,41 Orlando St,2160000,-37.9382,144.9997,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
917,Hampton,6 Highett Rd,1800000,-37.9452,145.0113,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
918,Hampton,38 Orlando St,2439500,-37.9384,145.0002,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
919,Hampton,52 Service St,2250000,-37.9407,145.0104,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
920,Hampton,18 Kanowna St,2130000,-37.9446,145.0092,h,13.7,Bayside,Yes,Not found,Yes,Yes,Not found
921,Hampton East,17 Wishart St,952000,-37.9356,145.0268,h,14.5,Bayside,Yes,Not found,Yes,Not found,Not found
922,Hampton East,27 Charming St,1255000,-37.9346,145.0302,h,14.5,Bayside,Yes,Not found,Yes,Not found,Not found
923,Hampton East,1/23 Wickham Rd,926000,-37.9431,145.0267,h,14.5,Bayside,Yes,Not found,Yes,Yes,Not found
924,Hampton East,4 Besant St,1070000,-37.9428,145.0296,h,14.5,Bayside,Yes,Not found,Yes,Yes,Not found
925,Hampton East,31 Warland Rd,1471000,-37.9362,145.0339,h,14.5,Bayside,Yes,Not found,Yes,Yes,Not found
926,Hampton East,3 Besant St,830000,-37.9426,145.03,h,14.5,Bayside,Yes,Not found,Yes,Yes,Not found
927,Hampton East,2 Harry St,1195000,-37.9386,145.0317,h,14.5,Bayside,Yes,Not found,Yes,Yes,Not found
928,Hampton East,29 Wickham Rd,1300000,-37.9431,145.0274,h,14.5,Bayside,Yes,Not found,Yes,Yes,Not found
929,Hampton East,18 Charming St,1416000,-37.9343,145.0303,h,14.5,Bayside,Yes,Not found,Yes,Not found,Not found
930,Hampton East,4 Dane Rd,1200000,-37.9405,145.0346,h,14.5,Kingston,Yes,Not found,Yes,Yes,Not found
931,Heidelberg Heights,97 Edwin St,815000,-37.7501,145.0505,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
932,Heidelberg Heights,4 Collins St,720000,-37.7375,145.0555,h,10.5,Banyule,Yes,Yes,Yes,Yes,Yes
933,Heidelberg Heights,75 Haig St,1370000,-37.746,145.0511,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
934,Heidelberg Heights,1/40 St Hellier St,757000,-37.7494,145.0538,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
935,Heidelberg Heights,2/96 Porter Rd,740600,-37.7375,145.0586,h,10.5,Banyule,Yes,Not found,Yes,Yes,Yes
936,Heidelberg Heights,59 Southern Rd,580000,-37.7428,145.0532,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
937,Heidelberg Heights,78 Edwin St,1587500,-37.7521,145.0505,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
938,Heidelberg Heights,36 Southern Rd,758500,-37.7427,145.0547,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
939,Heidelberg Heights,2 Bonar St,994000,-37.7453,145.0559,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
940,Heidelberg Heights,16 Eden St,725000,-37.7505,145.0477,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
941,Heidelberg Heights,7 Flinders St,725000,-37.7368,145.0524,h,10.5,Banyule,Yes,Yes,Yes,Yes,Yes
942,Heidelberg Heights,4 Milton Ct,743000,-37.7428,145.0494,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
943,Heidelberg Heights,14 Sackville St,785000,-37.7477,145.0481,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
944,Heidelberg Heights,542 Waterdale Rd,700000,-37.7376,145.0488,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
945,Heidelberg Heights,18 Shelley St,584000,-37.7418,145.0513,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
946,Heidelberg Heights,5 Burns Ct,909000,-37.7358,145.0546,h,10.5,Banyule,Yes,Yes,Yes,Yes,Yes
947,Heidelberg Heights,15 Outhwaite Rd,1086000,-37.7404,145.0582,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
948,Heidelberg Heights,33 Shakespeare Gr,680000,-37.7365,145.0545,h,10.5,Banyule,Yes,Yes,Yes,Yes,Yes
949,Heidelberg Heights,19 Collins St,650000,-37.7377,145.0541,h,10.5,Banyule,Yes,Yes,Yes,Yes,Yes
950,Heidelberg Heights,8 Leonard St,890000,-37.7487,145.0522,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
951,Heidelberg Heights,82 Southern Rd,650000,-37.7422,145.05,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
952,Heidelberg Heights,12 Burns Ct,659500,-37.7361,145.0551,h,10.5,Banyule,Yes,Yes,Yes,Yes,Yes
953,Heidelberg Heights,68 Bamfield Rd,725000,-37.738,145.0563,h,10.5,Banyule,Yes,Not found,Yes,Yes,Yes
954,Heidelberg Heights,478 Waterdale Rd,770000,-37.7426,145.048,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
955,Heidelberg Heights,498 Waterdale Rd,950000,-37.7406,145.0483,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
956,Heidelberg Heights,13 Altona St,856000,-37.7477,145.0565,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
957,Heidelberg Heights,3/17 Burns Ct,600000,-37.7358,145.0559,h,10.5,Banyule,Yes,Not found,Yes,Yes,Yes
958,Heidelberg Heights,39 McEwan Rd,1060000,-37.7389,145.053,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
959,Heidelberg Heights,4 Sackville St,850000,-37.7483,145.0479,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
960,Heidelberg Heights,92A Southern Rd,510000,-37.7421,145.0491,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
961,Heidelberg Heights,7 Thames St,1100000,-37.7532,145.0554,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
962,Heidelberg Heights,484 Waterdale Rd,915000,-37.7416,145.0481,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
963,Heidelberg Heights,522 Waterdale Rd,526000,-37.7389,145.0486,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
964,Heidelberg Heights,23 Dougharty Rd,570000,-37.7355,145.0573,h,10.5,Banyule,Yes,Not found,Yes,Yes,Yes
965,Heidelberg Heights,13 Glover St,550000,-37.7363,145.0506,h,10.5,Banyule,Yes,Yes,Yes,Yes,Yes
966,Heidelberg Heights,3/47 Southern Rd,510000,-37.7433,145.0545,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
967,Heidelberg Heights,96 Lloyd St,590000,-37.7435,145.0486,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
968,Heidelberg Heights,146 Porter Rd,920000,-37.7333,145.0588,h,10.5,Banyule,Yes,Not found,Yes,Yes,Yes
969,Heidelberg Heights,26 Southern Rd,460000,-37.7428,145.0557,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
970,Heidelberg Heights,50 Swanston St,662500,-37.7379,145.0514,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
971,Heidelberg Heights,11 Sackville St,1000500,-37.7478,145.0477,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
972,Heidelberg Heights,470 Waterdale Rd,631000,-37.7432,145.0479,h,10.5,Banyule,Yes,Yes,Yes,Yes,Not found
973,Hughesdale,18 Paget St,1550000,-37.8931,145.0791,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
974,Hughesdale,20 Dalston Rd,1340000,-37.8994,145.0816,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
975,Hughesdale,30 Kinrade St,1316000,-37.9072,145.0762,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
976,Hughesdale,19 Canterbury St,1055000,-37.9022,145.0811,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
977,Hughesdale,3 Paget St,2120000,-37.8927,145.0781,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
978,Hughesdale,8 Bowmore St,1745000,-37.9002,145.0768,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
979,Hughesdale,14 Bowmore St,1700000,-37.9002,145.0773,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
980,Hughesdale,8 Skipton Rd,1350000,-37.8982,145.0806,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
981,Hughesdale,159 Warrigal Rd,900000,-37.9054,145.0857,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
982,Hughesdale,20 Bowmore St,1262000,-37.9003,145.0777,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
983,Hughesdale,22 Skipton Rd,1337000,-37.8991,145.0804,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
984,Hughesdale,37 Darling St,1210000,-37.9034,145.0796,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
985,Hughesdale,3 Dalston Rd,1167500,-37.898,145.0815,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
986,Hughesdale,172 Poath Rd,1322000,-37.8996,145.076,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
987,Hughesdale,1051 North Rd,677500,-37.9084,145.0775,h,13.0,Monash,Yes,Yes,Yes,Yes,Not found
988,Kealba,23 McShane Dr,740000,-37.7311,144.8257,h,15.0,Brimbank,Not found,Yes,Yes,Not found,Not found
989,Kealba,13 Woburn Cl,500000,-37.7359,144.8251,h,15.0,Brimbank,Not found,Yes,Yes,Not found,Not found
990,Kealba,3 McGrath Cl,365000,-37.7367,144.824,h,15.0,Brimbank,Not found,Yes,Yes,Not found,Not found
991,Kealba,18 Longford Ct,570000,-37.7369,144.8252,h,15.0,Brimbank,Not found,Yes,Yes,Not found,Not found
992,Kealba,3 Stenson Rd,515000,-37.7392,144.8241,h,15.0,Brimbank,Not found,Yes,Yes,Yes,Not found
993,Kealba,29 Orbital Dr,1095000,-37.7392,144.8299,h,15.0,Brimbank,Not found,Not found,Yes,Yes,Not found
994,Kealba,128 Driscolls Rd,582000,-37.7375,144.8282,h,15.0,Brimbank,Not found,Yes,Yes,Not found,Not found
995,Kealba,6 McGrath Cl,545000,-37.7367,144.8246,h,15.0,Brimbank,Not found,Yes,Yes,Not found,Not found
996,Kealba,16 Driscolls Rd,461000,-37.7294,144.8216,h,15.0,Brimbank,Not found,Yes,Yes,Not found,Not found
997,Kealba,44 Stenson Rd,751000,-37.7382,144.8292,h,15.0,Brimbank,Not found,Not found,Yes,Yes,Not found
998,Kealba,26 Calverton Rd,500000,-37.7336,144.8226,h,15.0,Brimbank,Not found,Yes,Yes,Yes,Not found
999,Kealba,4 Woolstone Cl,560000,-37.7378,144.8264,h,15.0,Brimbank,Not found,Yes,Yes,Not found,Not found
1000,Kealba,35 Georgia Pl,320000,-37.7328,144.8194,h,15.0,Brimbank,Not found,Yes,Yes,Yes,Not found
1001,Kealba,22 Valewood Dr,450000,-37.7334,144.8254,h,15.0,Brimbank,Not found,Yes,Yes,Not found,Not found
1002,Keilor East,16 Border Dr,703000,-37.7402,144.8591,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Yes
1003,Keilor East,121 Sterling Dr,650000,-37.7441,144.8503,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Not found
1004,Keilor East,14 Hawthorn Ct,590000,-37.7455,144.8484,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Not found
1005,Keilor East,16 Roberts St,900000,-37.7506,144.8689,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Yes
1006,Keilor East,16 Drew St,935000,-37.738,144.869,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Yes
1007,Keilor East,1 Giuliano Ct,700000,-37.7514,144.8731,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Yes
1008,Keilor East,20 Prospect Dr,675000,-37.7496,144.8589,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Not found
1009,Keilor East,15 Viewbank Dr,816000,-37.7482,144.877,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Yes
1010,Keilor East,74 Lincoln Dr,845000,-37.7425,144.8683,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Yes
1011,Keilor East,154 Milleara Rd,725000,-37.7411,144.8638,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Yes
1012,Keilor East,27 Judith St,772000,-37.7465,144.876,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Yes
1013,Keilor East,9a The Crossway,650000,-37.747,144.8663,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Yes
1014,Keilor East,57 Wonganella Dr,757000,-37.7295,144.8644,h,12.8,Moonee Valley,Not found,Not found,Yes,Yes,Yes
1015,Keilor East,86 Prospect Dr,690000,-37.7469,144.8526,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Not found
1016,Keilor East,4a Cohen St,583000,-37.7459,144.8643,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Yes
1017,Keilor East,45 Nyah St,920000,-37.7323,144.8683,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Yes
1018,Keilor East,15 Craig St,880000,-37.7435,144.8798,h,12.8,Moonee Valley,Not found,Yes,Yes,Yes,Yes
