,Suburb,Address,Price,Lattitude,Longtitude,Type,Distance,CouncilArea,public_transport.train Name
3924,Hampton,6 Valerian St,1515000,-37.9446,145.0201,h,13.7,Bayside,Yes
3925,Hampton,107 Willis St,2980000,-37.9372,145.0101,h,13.7,Bayside,Yes
3927,Hampton,50 Holyrood St,2200000,-37.9336,144.9999,h,13.7,Bayside,Yes
3931,Hampton,53 Bridge St,3325000,-37.9449,145.0068,h,13.7,Bayside,Yes
3939,Hampton,64 Earlsfield Rd,1460000,-37.9369,145.0163,h,13.7,Bayside,Yes
3940,Hampton,10 Talbot St,2800000,-37.9345,145.0,h,13.7,Bayside,Yes
3944,Hampton,49 Service St,1740000,-37.9401,145.0083,h,13.7,Bayside,Yes
3945,Hampton,136 Thomas St,2450000,-37.94,145.0151,h,13.7,Bayside,Yes
3946,Hampton,15 Avelin St,1800000,-37.9315,145.0109,h,13.7,Bayside,Yes
3950,Hampton,41 Orlando St,2160000,-37.9382,144.9997,h,13.7,Bayside,Yes
3953,Hampton,6 Highett Rd,1800000,-37.9452,145.0113,h,13.7,Bayside,Yes
3954,Hampton,38 Orlando St,2439500,-37.9384,145.0002,h,13.7,Bayside,Yes
3955,Hampton,52 Service St,2250000,-37.9407,145.0104,h,13.7,Bayside,Yes
3957,Hampton,18 Kanowna St,2130000,-37.9446,145.0092,h,13.7,Bayside,Yes
3967,Hampton East,17 Wishart St,952000,-37.9356,145.0268,h,14.5,Bayside,Yes
3969,Hampton East,27 Charming St,1255000,-37.9346,145.0302,h,14.5,Bayside,Yes
3974,Hampton East,1/23 Wickham Rd,926000,-37.9431,145.0267,h,14.5,Bayside,Yes
3975,Hampton East,4 Besant St,1070000,-37.9428,145.0296,h,14.5,Bayside,Yes
3981,Hampton East,31 Warland Rd,1471000,-37.9362,145.0339,h,14.5,Bayside,Yes
3983,Hampton East,3 Besant St,830000,-37.9426,145.03,h,14.5,Bayside,Yes
3985,Hampton East,2 Harry St,1195000,-37.9386,145.0317,h,14.5,Bayside,Yes
3988,Hampton East,29 Wickham Rd,1300000,-37.9431,145.0274,h,14.5,Bayside,Yes
3989,Hampton East,18 Charming St,1416000,-37.9343,145.0303,h,14.5,Bayside,Yes
3990,Hampton East,4 Dane Rd,1200000,-37.9405,145.0346,h,14.5,Kingston,Yes
4126,Heidelberg Heights,97 Edwin St,815000,-37.7501,145.0505,h,10.5,Banyule,Yes
4127,Heidelberg Heights,4 Collins St,720000,-37.7375,145.0555,h,10.5,Banyule,Yes
4128,Heidelberg Heights,75 Haig St,1370000,-37.746,145.0511,h,10.5,Banyule,Yes
4129,Heidelberg Heights,1/40 St Hellier St,757000,-37.7494,145.0538,h,10.5,Banyule,Yes
4130,Heidelberg Heights,2/96 Porter Rd,740600,-37.7375,145.0586,h,10.5,Banyule,Yes
4131,Heidelberg Heights,59 Southern Rd,580000,-37.7428,145.0532,h,10.5,Banyule,Yes
4133,Heidelberg Heights,78 Edwin St,1587500,-37.7521,145.0505,h,10.5,Banyule,Yes
4136,Heidelberg Heights,36 Southern Rd,758500,-37.7427,145.0547,h,10.5,Banyule,Yes
4137,Heidelberg Heights,2 Bonar St,994000,-37.7453,145.0559,h,10.5,Banyule,Yes
4138,Heidelberg Heights,16 Eden St,725000,-37.7505,145.0477,h,10.5,Banyule,Yes
4139,Heidelberg Heights,7 Flinders St,725000,-37.7368,145.0524,h,10.5,Banyule,Yes
4140,Heidelberg Heights,4 Milton Ct,743000,-37.7428,145.0494,h,10.5,Banyule,Yes
4141,Heidelberg Heights,14 Sackville St,785000,-37.7477,145.0481,h,10.5,Banyule,Yes
4143,Heidelberg Heights,542 Waterdale Rd,700000,-37.7376,145.0488,h,10.5,Banyule,Yes
4146,Heidelberg Heights,18 Shelley St,584000,-37.7418,145.0513,h,10.5,Banyule,Yes
4147,Heidelberg Heights,5 Burns Ct,909000,-37.7358,145.0546,h,10.5,Banyule,Yes
4148,Heidelberg Heights,15 Outhwaite Rd,1086000,-37.7404,145.0582,h,10.5,Banyule,Yes
4149,Heidelberg Heights,33 Shakespeare Gr,680000,-37.7365,145.0545,h,10.5,Banyule,Yes
4151,Heidelberg Heights,19 Collins St,650000,-37.7377,145.0541,h,10.5,Banyule,Yes
4152,Heidelberg Heights,8 Leonard St,890000,-37.7487,145.0522,h,10.5,Banyule,Yes
4153,Heidelberg Heights,82 Southern Rd,650000,-37.7422,145.05,h,10.5,Banyule,Yes
4154,Heidelberg Heights,12 Burns Ct,659500,-37.7361,145.0551,h,10.5,Banyule,Yes
4158,Heidelberg Heights,68 Bamfield Rd,725000,-37.738,145.0563,h,10.5,Banyule,Yes
4160,Heidelberg Heights,478 Waterdale Rd,770000,-37.7426,145.048,h,10.5,Banyule,Yes
4161,Heidelberg Heights,498 Waterdale Rd,950000,-37.7406,145.0483,h,10.5,Banyule,Yes
4162,Heidelberg Heights,13 Altona St,856000,-37.7477,145.0565,h,10.5,Banyule,Yes
4163,Heidelberg Heights,3/17 Burns Ct,600000,-37.7358,145.0559,h,10.5,Banyule,Yes
4167,Heidelberg Heights,39 McEwan Rd,1060000,-37.7389,145.053,h,10.5,Banyule,Yes
4168,Heidelberg Heights,4 Sackville St,850000,-37.7483,145.0479,h,10.5,Banyule,Yes
4170,Heidelberg Heights,92A Southern Rd,510000,-37.7421,145.0491,h,10.5,Banyule,Yes
4171,Heidelberg Heights,7 Thames St,1100000,-37.7532,145.0554,h,10.5,Banyule,Yes
4172,Heidelberg Heights,484 Waterdale Rd,915000,-37.7416,145.0481,h,10.5,Banyule,Yes
4174,Heidelberg Heights,522 Waterdale Rd,526000,-37.7389,145.0486,h,10.5,Banyule,Yes
4175,Heidelberg Heights,23 Dougharty Rd,570000,-37.7355,145.0573,h,10.5,Banyule,Yes
4176,Heidelberg Heights,13 Glover St,550000,-37.7363,145.0506,h,10.5,Banyule,Yes
4177,Heidelberg Heights,3/47 Southern Rd,510000,-37.7433,145.0545,h,10.5,Banyule,Yes
4178,Heidelberg Heights,96 Lloyd St,590000,-37.7435,145.0486,h,10.5,Banyule,Yes
4179,Heidelberg Heights,146 Porter Rd,920000,-37.7333,145.0588,h,10.5,Banyule,Yes
4180,Heidelberg Heights,26 Southern Rd,460000,-37.7428,145.0557,h,10.5,Banyule,Yes
4181,Heidelberg Heights,50 Swanston St,662500,-37.7379,145.0514,h,10.5,Banyule,Yes
4182,Heidelberg Heights,11 Sackville St,1000500,-37.7478,145.0477,h,10.5,Banyule,Yes
4183,Heidelberg Heights,470 Waterdale Rd,631000,-37.7432,145.0479,h,10.5,Banyule,Yes
4239,Hughesdale,18 Paget St,1550000,-37.8931,145.0791,h,13.0,Monash,Yes
4242,Hughesdale,20 Dalston Rd,1340000,-37.8994,145.0816,h,13.0,Monash,Yes
4244,Hughesdale,30 Kinrade St,1316000,-37.9072,145.0762,h,13.0,Monash,Yes
4246,Hughesdale,19 Canterbury St,1055000,-37.9022,145.0811,h,13.0,Monash,Yes
4248,Hughesdale,3 Paget St,2120000,-37.8927,145.0781,h,13.0,Monash,Yes
4249,Hughesdale,8 Bowmore St,1745000,-37.9002,145.0768,h,13.0,Monash,Yes
4250,Hughesdale,14 Bowmore St,1700000,-37.9002,145.0773,h,13.0,Monash,Yes
4253,Hughesdale,8 Skipton Rd,1350000,-37.8982,145.0806,h,13.0,Monash,Yes
4254,Hughesdale,159 Warrigal Rd,900000,-37.9054,145.0857,h,13.0,Monash,Yes
4255,Hughesdale,20 Bowmore St,1262000,-37.9003,145.0777,h,13.0,Monash,Yes
4257,Hughesdale,22 Skipton Rd,1337000,-37.8991,145.0804,h,13.0,Monash,Yes
4263,Hughesdale,37 Darling St,1210000,-37.9034,145.0796,h,13.0,Monash,Yes
4265,Hughesdale,3 Dalston Rd,1167500,-37.898,145.0815,h,13.0,Monash,Yes
4267,Hughesdale,172 Poath Rd,1322000,-37.8996,145.076,h,13.0,Monash,Yes
4268,Hughesdale,1051 North Rd,677500,-37.9084,145.0775,h,13.0,Monash,Yes
4350,Kealba,23 McShane Dr,740000,-37.7311,144.8257,h,15.0,Brimbank,Not found
4352,Kealba,13 Woburn Cl,500000,-37.7359,144.8251,h,15.0,Brimbank,Not found
4353,Kealba,3 McGrath Cl,365000,-37.7367,144.824,h,15.0,Brimbank,Not found
4355,Kealba,18 Longford Ct,570000,-37.7369,144.8252,h,15.0,Brimbank,Not found
4357,Kealba,3 Stenson Rd,515000,-37.7392,144.8241,h,15.0,Brimbank,Not found
4358,Kealba,29 Orbital Dr,1095000,-37.7392,144.8299,h,15.0,Brimbank,Not found
4359,Kealba,128 Driscolls Rd,582000,-37.7375,144.8282,h,15.0,Brimbank,Not found
4360,Kealba,6 McGrath Cl,545000,-37.7367,144.8246,h,15.0,Brimbank,Not found
4361,Kealba,16 Driscolls Rd,461000,-37.7294,144.8216,h,15.0,Brimbank,Not found
4362,Kealba,44 Stenson Rd,751000,-37.7382,144.8292,h,15.0,Brimbank,Not found
4363,Kealba,26 Calverton Rd,500000,-37.7336,144.8226,h,15.0,Brimbank,Not found
4364,Kealba,4 Woolstone Cl,560000,-37.7378,144.8264,h,15.0,Brimbank,Not found
4365,Kealba,35 Georgia Pl,320000,-37.7328,144.8194,h,15.0,Brimbank,Not found
4366,Kealba,22 Valewood Dr,450000,-37.7334,144.8254,h,15.0,Brimbank,Not found
4367,Keilor East,16 Border Dr,703000,-37.7402,144.8591,h,12.8,Moonee Valley,Not found
4369,Keilor East,121 Sterling Dr,650000,-37.7441,144.8503,h,12.8,Moonee Valley,Not found
4372,Keilor East,14 Hawthorn Ct,590000,-37.7455,144.8484,h,12.8,Moonee Valley,Not found
4373,Keilor East,16 Roberts St,900000,-37.7506,144.8689,h,12.8,Moonee Valley,Not found
4374,Keilor East,16 Drew St,935000,-37.738,144.869,h,12.8,Moonee Valley,Not found
4375,Keilor East,1 Giuliano Ct,700000,-37.7514,144.8731,h,12.8,Moonee Valley,Not found
4377,Keilor East,20 Prospect Dr,675000,-37.7496,144.8589,h,12.8,Moonee Valley,Not found
4378,Keilor East,15 Viewbank Dr,816000,-37.7482,144.877,h,12.8,Moonee Valley,Not found
4380,Keilor East,74 Lincoln Dr,845000,-37.7425,144.8683,h,12.8,Moonee Valley,Not found
4381,Keilor East,154 Milleara Rd,725000,-37.7411,144.8638,h,12.8,Moonee Valley,Not found
4383,Keilor East,27 Judith St,772000,-37.7465,144.876,h,12.8,Moonee Valley,Not found
4384,Keilor East,9a The Crossway,650000,-37.747,144.8663,h,12.8,Moonee Valley,Not found
4385,Keilor East,57 Wonganella Dr,757000,-37.7295,144.8644,h,12.8,Moonee Valley,Not found
4387,Keilor East,86 Prospect Dr,690000,-37.7469,144.8526,h,12.8,Moonee Valley,Not found
4389,Keilor East,4a Cohen St,583000,-37.7459,144.8643,h,12.8,Moonee Valley,Not found
4390,Keilor East,45 Nyah St,920000,-37.7323,144.8683,h,12.8,Moonee Valley,Not found
4391,Keilor East,15 Craig St,880000,-37.7435,144.8798,h,12.8,Moonee Valley,Not found
4394,Keilor East,7 Neville St,970000,-37.7467,144.8683,h,12.8,Moonee Valley,Not found
4395,Keilor East,1 Nicholas Ct,920000,-37.7479,144.8805,h,12.8,Moonee Valley,Not found
4396,Keilor East,114 Prospect Dr,625000,-37.7452,144.8511,h,12.8,Moonee Valley,Not found
4397,Keilor East,32 Wyong St,825000,-37.7338,144.8662,h,12.8,Moonee Valley,Not found
4398,Keilor East,122 Prospect Dr,695000,-37.7445,144.8511,h,12.8,Moonee Valley,Not found
4399,Keilor East,8 Nyah St,915000,-37.7359,144.868,h,12.8,Moonee Valley,Not found
4400,Keilor East,117 Brees Rd,976000,-37.7459,144.8788,h,12.8,Moonee Valley,Not found
4402,Keilor East,61 Rachelle Rd,1420000,-37.7453,144.8721,h,12.8,Moonee Valley,Not found
4403,Keilor East,21 Woorite Pl,900000,-37.7301,144.8671,h,12.8,Moonee Valley,Not found
4406,Keilor East,5 Clover Ct,1100000,-37.7497,144.8746,h,12.8,Moonee Valley,Not found
4408,Keilor East,1/36 Phillip Rd,380000,-37.748,144.8696,h,12.8,Moonee Valley,Not found
4410,Keilor East,4 Trent Ct,1010000,-37.7502,144.8745,h,12.8,Moonee Valley,Not found
4411,Keilor East,1 Harley Ct,740000,-37.7426,144.8599,h,12.8,Moonee Valley,Not found
4413,Keilor East,564 Buckley St,630000,-37.7504,144.8594,h,12.8,Moonee Valley,Not found
4416,Keilor East,13 Pennington St,835000,-37.7452,144.8652,h,12.8,Moonee Valley,Not found
4420,Keilor East,16 Bernard Ct,871000,-37.7361,144.8691,h,12.8,Moonee Valley,Not found
4423,Keilor East,67 Prospect Dr,808000,-37.748,144.8552,h,12.8,Moonee Valley,Not found
4424,Keilor East,37 Roberts St,891000,-37.7505,144.8657,h,12.8,Moonee Valley,Not found
4426,Keilor East,83 Wyong St,785000,-37.7311,144.8663,h,12.8,Moonee Valley,Not found
4427,Keilor East,35 Gungarlan Dr,695000,-37.734,144.8593,h,12.8,Moonee Valley,Not found
4430,Keilor East,54 Norwood Dr,770000,-37.7428,144.8536,h,12.8,Moonee Valley,Not found
4431,Keilor East,81 Quinn Gr,700000,-37.7423,144.869,h,12.8,Moonee Valley,Not found
4432,Keilor East,94 Sterling Dr,570000,-37.7408,144.8553,h,12.8,Moonee Valley,Not found
4434,Keilor East,23 Chappell Pl,830000,-37.7394,144.8628,h,12.8,Moonee Valley,Not found
4435,Keilor East,23 Prospect Dr,600000,-37.7498,144.8585,h,12.8,Moonee Valley,Not found
4436,Keilor East,20 Keith Gr,825000,-37.7378,144.8705,h,12.8,Moonee Valley,Not found
4437,Keilor East,89 Sterling Dr,680000,-37.742,144.8523,h,12.8,Brimbank,Not found
4439,Keilor East,13 Wonganella Dr,720000,-37.7334,144.8638,h,12.8,Moonee Valley,Not found
4440,Keilor East,24 Yallop Ct,735000,-37.7381,144.8554,h,12.8,Moonee Valley,Not found
4441,Keilor East,83 Milleara Rd,875000,-37.7362,144.8643,h,12.8,Moonee Valley,Not found
4442,Keilor East,40 Borva Dr,601200,-37.7303,144.8636,h,12.8,Moonee Valley,Not found
4444,Keilor East,171 Sterling Dr,695000,-37.7483,144.85,h,12.8,Brimbank,Not found
4445,Keilor East,60 Wonganella Dr,680000,-37.7305,144.8646,h,12.8,Moonee Valley,Not found
4447,Keilor East,35/24 Craig St,650000,-37.7432,144.8816,h,12.8,Moonee Valley,Not found
4448,Keilor East,61 Nyah St,900000,-37.7312,144.8685,h,12.8,Moonee Valley,Not found
4449,Keilor East,5 Viewbank Dr,823000,-37.7486,144.8778,h,12.8,Moonee Valley,Not found
4450,Keilor East,38 Clarks Rd,847000,-37.7368,144.8689,h,12.8,Moonee Valley,Not found
4452,Keilor East,26 Norwood Dr,705000,-37.7449,144.8533,h,12.8,Moonee Valley,Not found
4454,Keilor East,23 Viewbank Dr,732000,-37.7479,144.8763,h,12.8,Moonee Valley,Not found
4455,Keilor East,8 Alwyn Ct,715000,-37.7487,144.8526,h,12.8,Moonee Valley,Not found
4862,Malvern East,9 Chanak St,1490000,-37.8726,145.0396,h,11.2,Stonnington,Yes
4863,Malvern East,1/13 Goode St,1210000,-37.8833,145.0697,h,11.2,Stonnington,Yes
4864,Malvern East,44 Thurso St,1300000,-37.8747,145.0836,h,11.2,Stonnington,Yes
4865,Malvern East,375 Waverley Rd,1675000,-37.8779,145.0651,h,11.2,Stonnington,Yes
4868,Malvern East,41 Emo Rd,2400000,-37.8757,145.0518,h,11.2,Stonnington,Yes
4869,Malvern East,78 Emo Rd,2355000,-37.8755,145.0523,h,11.2,Stonnington,Yes
4870,Malvern East,11 Findon St,1036000,-37.8717,145.0399,h,11.2,Stonnington,Yes
4871,Malvern East,1894 Malvern Rd,1301000,-37.8724,145.0628,h,11.2,Stonnington,Yes
4872,Malvern East,16A Manning Rd,2273000,-37.8727,145.0458,h,11.2,Stonnington,Yes
4873,Malvern East,35 Warley Rd,2350000,-37.8786,145.0495,h,11.2,Stonnington,Yes
4875,Malvern East,1281B Dandenong Rd,1215000,-37.8845,145.072,h,11.2,Stonnington,Yes
4877,Malvern East,17 Findon St,2200000,-37.8717,145.0403,h,11.2,Stonnington,Yes
4879,Malvern East,12 Hilda St,2200000,-37.8742,145.0614,h,11.2,Stonnington,Yes
4881,Malvern East,17 The Grange,2250000,-37.8753,145.0532,h,11.2,Stonnington,Yes
4883,Malvern East,5 Anfield Ct,1185000,-37.8783,145.0869,h,11.2,Stonnington,Yes
4885,Malvern East,38 MacGregor St,1837000,-37.8799,145.0552,h,11.2,Stonnington,Yes
4886,Malvern East,2083 Malvern Rd,1105000,-37.877,145.067,h,11.2,Stonnington,Yes
4889,Malvern East,19 Belgrave Rd,1505000,-37.8822,145.0677,h,11.2,Stonnington,Yes
4890,Malvern East,2 Bruce St,1500000,-37.884,145.0713,h,11.2,Stonnington,Yes
4892,Malvern East,1872a Malvern Rd,1400000,-37.8708,145.0616,h,11.2,Stonnington,Yes
4894,Malvern East,55 Emo Rd,2210000,-37.8747,145.052,h,11.2,Stonnington,Yes
4896,Malvern East,349 Waverley Rd,1810000,-37.8775,145.0622,h,11.2,Stonnington,Yes
4898,Malvern East,8 Ash Gr,4802500,-37.8756,145.0561,h,11.2,Stonnington,Yes
4901,Malvern East,50 The Boulevard,1555000,-37.8734,145.0887,h,11.2,Stonnington,Yes
4902,Malvern East,69 Beaver St,2123000,-37.8707,145.0482,h,11.2,Stonnington,Yes
4903,Malvern East,19 Belson St,2800000,-37.8664,145.0452,h,11.2,Stonnington,Yes
4907,Malvern East,43 Kerferd St,2305000,-37.8691,145.0435,h,11.2,Stonnington,Yes
4908,Malvern East,8 MacGregor St,1700000,-37.8818,145.0548,h,11.2,Stonnington,Yes
4909,Malvern East,44 Manning Rd,2500000,-37.8733,145.0507,h,11.2,Stonnington,Yes
4911,Malvern East,24 Prior Rd,1150000,-37.8835,145.0886,h,11.2,Stonnington,Yes
4912,Malvern East,1413 Dandenong Rd,1600000,-37.8915,145.0844,h,11.2,Stonnington,Yes
4913,Malvern East,2 Tennyson St,2001000,-37.8771,145.0505,h,11.2,Stonnington,Yes
4914,Malvern East,29 MacGregor St,1915000,-37.8807,145.0547,h,11.2,Stonnington,Yes
4915,Malvern East,102 Manning Rd,1690000,-37.8743,145.0588,h,11.2,Stonnington,Yes
4921,Malvern East,68A Emo Rd,1625000,-37.8769,145.052,h,11.2,Stonnington,Yes
4923,Malvern East,558 Waverley Rd,1500000,-37.8799,145.0738,h,11.2,Stonnington,Yes
4924,Malvern East,22 Deakin St,1400000,-37.8654,145.0412,h,11.2,Stonnington,Yes
4928,Malvern East,17A Findon St,1870000,-37.8718,145.0404,h,11.2,Stonnington,Yes
4931,Malvern East,1 Villers Sq,1580000,-37.8834,145.0635,h,11.2,Stonnington,Yes
4934,Malvern East,8a Anderson St,1420000,-37.8672,145.0432,h,11.2,Stonnington,Yes
4936,Malvern East,2b Brunel St,1680000,-37.8695,145.05,h,11.2,Stonnington,Yes
4937,Malvern East,18 Grant St,2960000,-37.8719,145.0511,h,11.2,Stonnington,Yes
4938,Malvern East,11 Hillard St,2110000,-37.8805,145.0668,h,11.2,Stonnington,Yes
4939,Malvern East,61a Paxton St,1300000,-37.8709,145.0565,h,11.2,Stonnington,Yes
4940,Malvern East,398 Wattletree Rd,1750000,-37.8657,145.0536,h,11.2,Stonnington,Yes
4942,Malvern East,66 Argyll St,1100000,-37.875,145.0861,h,11.2,Stonnington,Yes
4944,Malvern East,2a Ivanhoe Gr,1230000,-37.8787,145.0807,h,11.2,Stonnington,Yes
4949,Malvern East,54 Capon St,2412000,-37.8846,145.087,h,11.2,Stonnington,Yes
4951,Malvern East,48 The Boulevard,960000,-37.8733,145.0883,h,11.2,Stonnington,Yes
4956,Malvern East,22 Ellison St,1297000,-37.8722,145.067,h,11.2,Stonnington,Yes
4960,Malvern East,15 Prior Rd,1335000,-37.8831,145.0879,h,11.2,Stonnington,Yes
4961,Malvern East,3/100 Tooronga Rd,1055000,-37.866,145.0402,h,11.2,Stonnington,Yes
4964,Malvern East,1/380 Waverley Rd,1670000,-37.8777,145.0608,h,11.2,Stonnington,Yes
4965,Malvern East,401A Waverley Rd,1350000,-37.878,145.0666,h,11.2,Stonnington,Yes
4966,Malvern East,23 Darling Rd,1650000,-37.8814,145.0583,h,11.2,Stonnington,Yes
4968,Malvern East,15 Alma St,1550000,-37.8847,145.076,h,11.2,Stonnington,Yes
4970,Malvern East,20a Thurso St,950000,-37.8752,145.0817,h,11.2,Stonnington,Yes
4971,Malvern East,21 Virginia Gr,1782500,-37.8846,145.0861,h,11.2,Stonnington,Yes
4972,Malvern East,13 Clarence St,2490000,-37.8738,145.0415,h,11.2,Stonnington,Yes
5174,Mont Albert,371 Elgar Rd,1320000,-37.8238,145.1135,h,11.8,Whitehorse,Yes
5175,Mont Albert,17 Rowland St,2850000,-37.82,145.1118,h,11.8,Whitehorse,Yes
5178,Mont Albert,48 Kenmare St,2588000,-37.812,145.1095,h,11.8,Whitehorse,Yes
5179,Mont Albert,3 Gilbert St,1955000,-37.8145,145.1131,h,11.8,Whitehorse,Yes
5181,Mont Albert,4/30 Kenmare St,1400000,-37.812,145.1074,h,11.8,Whitehorse,Yes
5185,Mont Albert,11 Rostrevor Pde,2714000,-37.8117,145.1061,h,11.8,Whitehorse,Yes
5186,Mont Albert,40 Zetland Rd,2350000,-37.8176,145.1117,h,11.8,Whitehorse,Yes
5188,Mont Albert,42 View St,2200000,-37.8226,145.1103,h,11.8,Whitehorse,Yes
5193,Mont Albert,12 Rostrevor Pde,2335000,-37.8118,145.1065,h,11.8,Whitehorse,Yes
5194,Mont Albert,55 View St,2000000,-37.8197,145.1106,h,11.8,Whitehorse,Yes
5196,Mont Albert,6 Serpentine St,1815000,-37.8195,145.1134,h,11.8,Whitehorse,Yes
5200,Mont Albert,72 Churchill St,3900000,-37.8186,145.1134,h,11.8,Whitehorse,Yes
5202,Mont Albert,2/3 Inglisby Rd,666000,-37.8147,145.1032,h,11.8,Whitehorse,Yes
5206,Mont Albert,47 Zetland Rd,1564000,-37.8173,145.1123,h,11.8,Whitehorse,Yes
5316,Moorabbin,21 Fiddes St,1224000,-37.9376,145.0474,h,14.6,Kingston,Yes
5317,Moorabbin,23 Fiddes St,1020000,-37.9375,145.0474,h,14.6,Kingston,Yes
5318,Moorabbin,19 Hamer St,1000000,-37.9428,145.044,h,14.6,Kingston,Yes
5320,Moorabbin,11A Barbara St,930000,-37.9371,145.0578,h,14.6,Kingston,Yes
5321,Moorabbin,7 Barbara St,1090000,-37.9368,145.0568,h,14.6,Kingston,Yes
5322,Moorabbin,16 Matilda Rd,947500,-37.9416,145.058,h,14.6,Kingston,Yes
5323,Moorabbin,163 Rowans Rd,836000,-37.9364,145.0559,h,14.6,Kingston,Yes
5324,Moorabbin,52 Bulli St,1417250,-37.9418,145.0549,h,14.6,Kingston,Yes
5325,Moorabbin,10 Avon St,980000,-37.9404,145.046,h,14.6,Kingston,Yes
5327,Moorabbin,48 Matilda Rd,1110000,-37.9386,145.0585,h,14.6,Kingston,Yes
5328,Moorabbin,38 Grandview Gr,950000,-37.9424,145.0464,h,14.6,Kingston,Yes
5330,Moorabbin,8b William St,1140000,-37.9443,145.0448,h,14.6,Kingston,Yes
5334,Moorabbin,38 Royena Rd,1000000,-37.9382,145.0577,h,14.6,Kingston,Yes
5336,Moorabbin,83 Bulli St,1200000,-37.9398,145.0554,h,14.6,Kingston,Yes
5337,Moorabbin,14 Avon St,987000,-37.9404,145.0464,h,14.6,Kingston,Yes
5338,Moorabbin,15 Genoa St,937000,-37.9426,145.0568,h,14.6,Kingston,Yes
5339,Moorabbin,5 Schofield St,1426000,-37.9394,145.0408,h,14.6,Kingston,Yes
5340,Moorabbin,5A William St,1016000,-37.9443,145.0444,h,14.6,Kingston,Yes
5342,Moorabbin,5 Florida Ct,1385000,-37.9431,145.0407,h,14.6,Kingston,Yes
5346,Moorabbin,118 Rowans Rd,901000,-37.9435,145.0522,h,14.6,Kingston,Yes
5347,Moorabbin,2 Margaret St,1300000,-37.9362,145.0442,h,14.6,Kingston,Yes
5348,Moorabbin,1 Otford Cl,975000,-37.9363,145.0495,h,14.6,Kingston,Yes
5349,Moorabbin,23 Franklin St,1070000,-37.9381,145.0534,h,14.6,Kingston,Yes
5352,Moorabbin,1 Rhonda Ct,960000,-37.9431,145.0484,h,14.6,Kingston,Yes
5353,Moorabbin,13 Franklin St,725000,-37.939,145.0533,h,14.6,Kingston,Yes
5354,Moorabbin,5 Margaret St,981000,-37.9361,145.0456,h,14.6,Kingston,Yes
5356,Moorabbin,5 Bruthen St,975000,-37.9378,145.0546,h,14.6,Kingston,Yes
5360,Moorabbin,10 Beilby St,800000,-37.9429,145.0474,h,14.6,Kingston,Yes
5361,Moorabbin,56 Chapel Rd,921000,-37.9407,145.0482,h,14.6,Kingston,Yes
5363,Moorabbin,52 Royena Rd,890000,-37.9369,145.0578,h,14.6,Kingston,Yes
5364,Moorabbin,51 Clay St,1008000,-37.9354,145.0464,h,14.6,Kingston,Yes
5365,Moorabbin,15 Biscop Rd,1191000,-37.94,145.0449,h,14.6,Kingston,Yes
5366,Moorabbin,15 Faye St,1130000,-37.9378,145.057,h,14.6,Kingston,Yes
5367,Moorabbin,2/3 Fiddes St,776000,-37.9389,145.0467,h,14.6,Kingston,Yes
5368,Moorabbin,8 Barilla Rd,1035000,-37.9411,145.043,h,14.6,Kingston,Yes
5369,Moorabbin,77 Chapel Rd,920000,-37.9392,145.0481,h,14.6,Kingston,Yes
5370,Moorabbin,17 Horsmunden Rd,1160000,-37.9395,145.0477,h,14.6,Kingston,Yes
5371,Moorabbin,6 Wimmera St,825000,-37.9454,145.0507,h,14.6,Kingston,Yes
5478,Niddrie,3a Irving St,780000,-37.7353,144.8907,h,11.2,Moonee Valley,Not found
5481,Niddrie,4 Coghlan St,1020000,-37.7423,144.8905,h,11.2,Moonee Valley,Not found
5482,Niddrie,51 Garnet St,1330000,-37.7467,144.8872,h,11.2,Moonee Valley,Not found
5483,Niddrie,38 Muriel St,1126000,-37.7429,144.888,h,11.2,Moonee Valley,Not found
5484,Niddrie,32 Diamond St,1235000,-37.7473,144.8897,h,11.2,Moonee Valley,Not found
5489,Niddrie,45a Nolan St,895500,-37.7413,144.8871,h,11.2,Moonee Valley,Not found
5490,Niddrie,39 Cuthbert St,1350000,-37.7387,144.8827,h,11.2,Moonee Valley,Not found
5498,Niddrie,5 Hamilton St,991000,-37.7368,144.8856,h,11.2,Moonee Valley,Not found
5501,Niddrie,87 Hotham Rd,657000,-37.7343,144.8783,h,11.2,Moonee Valley,Not found
5503,Niddrie,45 Vaynor St,710000,-37.7449,144.8869,h,11.2,Moonee Valley,Not found
5504,Niddrie,21 Diamond St,840000,-37.7484,144.8892,h,11.2,Moonee Valley,Not found
5505,Niddrie,21 Hamilton St,975000,-37.7379,144.8854,h,11.2,Moonee Valley,Not found
5507,Niddrie,17 George St,875000,-37.7424,144.8851,h,11.2,Moonee Valley,Not found
5508,Niddrie,98 Haldane Rd,785000,-37.7321,144.8771,h,11.2,Moonee Valley,Not found
5511,Niddrie,26 Nolan St,1076000,-37.7412,144.8888,h,11.2,Moonee Valley,Not found
5512,Niddrie,11 Spring St,850000,-37.7317,144.8751,h,11.2,Moonee Valley,Not found
5513,Niddrie,44 Jackson St,1400000,-37.7391,144.8875,h,11.2,Moonee Valley,Not found
5514,Niddrie,2 Kelvin Cl,1080000,-37.7444,144.8847,h,11.2,Moonee Valley,Not found
5515,Niddrie,114 Hotham Rd,1065000,-37.734,144.8785,h,11.2,Moonee Valley,Not found
5517,Niddrie,2 Hanson St,773000,-37.7324,144.8765,h,11.2,Moonee Valley,Not found
